r,Nesar,28,,32.81768,50.424258
ir,toveyleh-ye hajji yaser,Toveyleh-ye Hajji Yaser,15,,31.3538,49.1211
ir,toveyleh-ye kuchak,Toveyleh-ye Kuchak,15,,31.3333,49.115
ir,toveyleh-ye kuchek,Toveyleh-ye Kuchek,15,,31.3333,49.115
ir,toveyleh-ye seyyed taher,Toveyleh-ye Seyyed Taher,15,,31.3855,49.1317
ir,toveyleh-ye yebareh,Toveyleh-ye Yebareh,15,,31.3791,49.1311
ir,toveyri,Toveyri,11,,26.8584,53.9132
ir,toveysheh,Toveysheh,15,,30.3545,48.2293
ir,toveyyel,Toveyyel,15,,31.0374,48.7227
ir,tovidarreh,Tovidarreh,35,,36.533003,51.158354
ir,tovin,Tovin,33,,37.2751,48.2129
ir,toviri,Toviri,11,,26.8584,53.9132
ir,tovir,Tovir,35,,36.395291,51.266692
ir,tov'i,Tov'i,37,,36.645018,54.555363
ir,tovi,Tovi,37,,36.645018,54.555363
ir,tovjiyeh,Tovjiyeh,15,,30.7501,49.0097
ir,tow`ali bala,Tow`ali Bala,33,,39.0646,46.8307
ir,tow `ali pa'in,Tow `Ali Pa'in,33,,39.083,46.8238
ir,tow 'ali-ye 'olya,Tow 'Ali-ye 'Olya,33,,39.0646,46.8307
ir,tow 'ali-ye sofla,Tow 'Ali-ye Sofla,33,,39.083,46.8238
ir,towbeh-ye mohammad,Towbeh-ye Mohammad,16,,35.8486,47.2952
ir,tow chah,Tow Chah,25,,35.641685,56.652833
ir,towchal istgah-e,Towchal Istgah-e,26,,35.88197,51.40827
ir,towchal,Towchal,25,,35.641685,56.652833
ir,towchal,Towchal,26,,35.5737,51.6995
ir,towd lang,Towd Lang,04,,28.6163,60.8984
ir,towf sefid,Towf Sefid,03,,32.625001,50.154135
ir,towgah,Towgah,15,,32.1,49.1
ir,towghan-e jadid,Towghan-e Jadid,16,,35.2617,47.951
ir,towghan,Towghan,16,,35.2617,47.951
ir,towgur-e pa'in,Towgur-e Pa'in,04,,26.56804,61.401289
ir,tow guri,Tow Guri,15,,30.5321,50.1224
ir,towgur,Towgur,04,,26.591344,61.400002
ir,towhan-e jiroft,Towhan-e Jiroft,29,,28.629,57.8035
ir,towhan,Towhan,29,,28.629,57.8035
ir,towhidabad,Towhidabad,04,,29.0968,61.0184
ir,towhidabad,Towhidabad,05,,30.584277,51.808007
ir,towhidlu,Towhidlu,34,,35.0966,49.6079
ir,towhidlu,Towhidlu,36,,35.9804,48.1731
ir,towhid,Towhid,23,,33.3187,47.3921
ir,towhid,Towhid,26,,35.5919,51.3836
ir,towhid,Towhid,37,,37.35,55.483333
ir,towjun,Towjun,29,,27.068759,58.360825
ir,towkabad,Towkabad,04,,28.660996,60.361072
ir,tow kahur-e jaghin,Tow Kahur-e Jaghin,11,,27.15,57.35
ir,tow kalleh,Tow Kalleh,35,,36.824912,50.788207
ir,towk mazra`eh,Towk Mazra`eh,26,,35.8223,51.6065
ir,towk towk ab,Towk Towk Ab,15,,32.7,48.2496
ir,towlagrud,Towlagrud,04,,25.778656,60.795554
ir,towlaki,Towlaki,01,,37.5222,44.7985
ir,towlak rud,Towlak Rud,04,,25.778656,60.795554
ir,towlash,Towlash,32,,37.548,48.5439
ir,towla,Towla,11,,26.9789,56.2112
ir,towlim khan-e bala,Towlim Khan-e Bala,01,,39.4401,44.7944
ir,towlim khan-e pa'in,Towlim Khan-e Pa'in,01,,39.4228,44.7951
ir,towlir,Towlir,32,,38.9886,48.044
ir,towlshiri,Towlshiri,15,,30.900833,49.818611
ir,towmalek,Towmalek,11,,27.2231,56.6558
ir,towmand,Towmand,41,,32.511558,59.497647
ir,towmbu,Towmbu,11,,26.8732,57.4581
ir,towm-e baluchan,Towm-e Baluchan,11,,27.1049,57.0157
ir,towm-e basat,Towm-e Basat,11,,27.1092,57.0087
ir,towm-e gowhar,Towm-e Gowhar,11,,27.1149,57.0004
ir,towmizan,Towmizan,09,,35.2798,49.1328
ir,towmun-e `abdollah,Towmun-e `Abdollah,11,,27.2181,56.6388
ir,towmun-e ashur,Towmun-e Ashur,11,,27.2285,56.623
ir,towmun-e gholam hoseyn,Towmun-e Gholam Hoseyn,11,,27.2446,56.5764
ir,towmun sefid,Towmun Sefid,11,,26.876944,57.477778
ir,towoshkeh,Towoshkeh,13,,34.737332,45.853715
ir,towp aghaj,Towp Aghaj,33,,37.4378,46.627
ir,towprakhlu,Towprakhlu,36,,35.9685,48.6053
ir,towqan,Towqan,35,,36.534728,52.575697
ir,towqdar,Towqdar,35,,36.780738,53.03068
ir,towqi,Towqi,42,,37.506674,59.202455
ir,towqqey,Towqqey,42,,37.506674,59.202455
ir,towq,Towq,36,,37.165,48.1557
ir,towq var,Towq Var,35,,36.780738,53.03068
ir,towragha'i,Towragha'i,33,,37.0872,46.3123
ir,towraneh,Towraneh,42,,35.021855,60.105608
ir,towran,Towran,11,,27.006531,54.660163
ir,towrkan,Towrkan,40,,30.327327,54.196299
ir,towrzeh,Towrzeh,28,,32.902204,49.802528
ir,towshkun,Towshkun,35,,36.74375,50.884287
ir,towska chal,Towska Chal,37,,37.20138,55.531005
ir,towtak baz,Towtak Baz,40,,30.230302,54.04223
ir,tow tang-e shiresh,Tow Tang-e Shiresh,11,,27.0225,57.408611
ir,tow,Tow,42,,37.191486,58.767882
ir,towvir,Towvir,35,,36.395291,51.266692
ir,towzhal,Towzhal,01,,36.2628,45.3115
ir,towzlu,Towzlu,36,,35.6555,48.5808
ir,toy,Toy,43,,37.13313,57.106538
ir,tozgir,Tozgir,04,,28.383333,60.666667
ir,tozlu,Tozlu,36,,35.6555,48.5808
ir,tratani,Tratani,04,,26.566667,62.5
ir,trati,Trati,04,,25.976498,59.653107
ir,trazuleh,Trazuleh,16,,34.9354,47.0887
ir,tuabad,Tuabad,38,,35.5879,49.4837
ir,tuabad,Tuabad,42,,36.2502,59.716
ir,tua latif,Tua Latif,13,,34.2885,46.9589
ir,tuali ashaghi,Tuali Ashaghi,33,,39.083,46.8238
ir,tuali,Tuali,33,,39.083,46.8238
ir,tu `ali-ye `olya,Tu `Ali-ye `Olya,33,,39.0646,46.8307
ir,tu `ali-ye sofla,Tu `Ali-ye Sofla,33,,39.083,46.8238
ir,tuali yukari,Tuali Yukari,33,,39.0646,46.8307
ir,tuali yukhari,Tuali Yukhari,33,,39.0646,46.8307
ir,tua sarkhak,Tua Sarkhak,13,,33.9712,46.8414
ir,tu`ay,Tu`ay,36,,37.165,48.1557
ir,tubardi,Tubardi,05,,31.200852,50.037379
ir,tuba,Tuba,38,,35.5879,49.4837
ir,tubeh muhammad,Tubeh Muhammad,16,,35.8486,47.2952
ir,tubil,Tubil,42,,37.191486,58.767882
ir,tubin,Tubin,33,,38.9833,47.3797
ir,tub kuh,Tub Kuh,38,,36.3696,50.610887
ir,tubnaq,Tubnaq,32,,38.5132,47.5902
ir,tubon,Tubon,35,,36.931484,50.621314
ir,tubotn,Tubotn,35,,36.718978,51.009357
ir,tubowzan,Tubowzan,15,,31.916667,49.416667
ir,tubrabad,Tubrabad,41,,32.415,59.11
ir,tubreh riz,Tubreh Riz,13,,34.3042,47.1984
ir,tubreh riz,Tubreh Riz,16,,35.2289,47.4775
ir,tubreh,Tubreh,16,,34.8108,46.9135
ir,tuchaghaz,Tuchaghaz,09,,34.2996,48.715
ir,tuchah-e alman,Tuchah-e Alman,08,,37.342398,49.854497
ir,tuchah-e falavand,Tuchah-e Falavand,23,,33.4504,48.0943
ir,tuchah falavand,Tuchah Falavand,23,,33.4504,48.0943
ir,tuchah,Tuchah,08,,37.342398,49.854497
ir,tuchah,Tuchah,23,,33.4504,48.0943
ir,tu chah,Tu Chah,25,,35.641685,56.652833
ir,tuchah,Tuchah,25,,35.438889,54.577711
ir,tuchak,Tuchak,11,,26.0415,57.2368
ir,tuchal,Tuchal,08,,37.088815,50.164673
ir,tuchangu'iyeh,Tuchangu'iyeh,29,,29.966667,55.733333
ir,tuchaqaz,Tuchaqaz,09,,34.2996,48.715
ir,tucha',Tucha',08,,37.342398,49.854497
ir,tucheh ghaz,Tucheh Ghaz,09,,34.2996,48.715
ir,tu chenar,Tu Chenar,43,,37.723904,57.237303
ir,tucheqaz,Tucheqaz,09,,34.2996,48.715
ir,tucherdi,Tucherdi,07,,29.9258,53.9714
ir,tuchkan,Tuchkan,04,,26.4665,59.4501
ir,tuch,Tuch,41,,32.42705,59.169215
ir,tudabin,Tudabin,36,,35.9928,49.3029
ir,tudak,Tudak,04,,28.4523,60.834
ir,tudan,Tudan,01,,38.6229,44.4517
ir,tudaran,Tudaran,11,,27.302624,54.709483
ir,tudaran,Tudaran,38,,36.1828,50.4874
ir,tudar-e molla,Tudar-e Molla,16,,35.4062,46.8215
ir,tudar-e runeh,Tudar-e Runeh,16,,35.4157,46.7939
ir,tudar-e ruteh,Tudar-e Ruteh,16,,35.4157,46.7939
ir,tudar-e samadi,Tudar-e Samadi,16,,35.4576,46.8186
ir,tudar-e shah karami,Tudar-e Shah Karami,23,,33.4205,48.0063
ir,tudar-e shakeri,Tudar-e Shakeri,23,,33.4205,48.0063
ir,tudar molla,Tudar Molla,16,,35.4062,46.8215
ir,tudarreh,Tudarreh,26,,35.566667,52.083333
ir,tudar,Tudar,11,,27.9657,56.2573
ir,tudar,Tudar,23,,33.5297,49.2015
ir,tu dar,Tu Dar,23,,33.7974,48.0251
ir,tudar,Tudar,23,,34.083333,47.55
ir,tudar,Tudar,35,,36.826184,50.735132
ir,tudar,Tudar,36,,36.3803,47.8374
ir,tudaru,Tudaru,11,,27.302624,54.709483
ir,tudashk cheh,Tudashk Cheh,28,,32.7332,52.6824
ir,tudashk,Tudashk,28,,32.7207,52.6709
ir,tudasht,Tudasht,28,,32.7207,52.6709
ir,tudeh bin,Tudeh Bin,36,,35.9928,49.3029
ir,tudeh,Tudeh,38,,36.366667,50.316667
ir,tudeh,Tudeh,40,,31.625803,54.128513
ir,tudeh,Tudeh,43,,37.411577,57.757132
ir,tudeh-ye deh-e bala,Tudeh-ye Deh-e Bala,40,,31.625803,54.128513
ir,tudeh zan,Tudeh Zan,23,,33.9625,48.5963
ir,tuden,Tuden,40,,31.625803,54.128513
ir,tuderk,Tuderk,29,,28.9016,57.9002
ir,tudeshgchu,Tudeshgchu,28,,32.7332,52.6824
ir,tudeshg,Tudeshg,28,,32.7207,52.6709
ir,tudeshkchu,Tudeshkchu,28,,32.7332,52.6824
ir,tudeshkechu,Tudeshkechu,28,,32.7332,52.6824
ir,tudeshk,Tudeshk,28,,32.7207,52.6709
ir,tudiran,Tudiran,11,,27.302624,54.709483
ir,tudi,Tudi,04,,28.529536,61.27793
ir,tudoran,Tudoran,11,,27.302624,54.709483
ir,tufal,Tufal,42,,35.938846,59.689119
ir,tufang sazan,Tufang Sazan,41,,32.95,59.216667
ir,tufang,Tufang,03,,32.223471,50.83859
ir,tufan,Tufan,42,,35.938846,59.689119
ir,tuf-e kabutari,Tuf-e Kabutari,15,,31.453499,49.599149
ir,tuf-e sefid,Tuf-e Sefid,03,,32.625001,50.154135
ir,tuf-e zard,Tuf-e Zard,15,,31.420239,49.725692
ir,tufin,Tufin,16,,35.085,46.6035
ir,tuf kheymeh,Tuf Kheymeh,05,,30.9081,50.3871
ir,tufmari,Tufmari,15,,31.525142,49.538493
ir,tuf sefid,Tuf Sefid,03,,32.625001,50.154135
ir,tuf shirin,Tuf Shirin,05,,30.714807,50.595386
ir,tufshirin,Tufshirin,15,,31.429722,49.520278
ir,tuf,Tuf,03,,32.625001,50.154135
ir,tugah-e tang,Tugah-e Tang,07,,30.206889,51.598682
ir,tugah,Tugah,07,,30.392222,51.359444
ir,tugah,Tugah,15,,32.1,49.1
ir,tuga,Tuga,07,,29.241667,52.22
ir,tugeh do konarun,Tugeh Do Konarun,07,,30.24385,51.417162
ir,tugezan,Tugezan,29,,29.881241,55.700595
ir,tughab,Tughab,42,,33.661703,58.756148
ir,tughan-e baba gor gor,Tughan-e Baba Gor Gor,16,,35.2617,47.951
ir,tughan polo sarkan,Tughan Polo Sarkan,16,,35.0783,47.8944
ir,tughan polu sarkan,Tughan Polu Sarkan,16,,35.0783,47.8944
ir,tughan,Tughan,16,,35.2617,47.951
ir,tughrishreh,Tughrishreh,40,,31.728611,53.918056
ir,tugoch,Tugoch,11,,25.458889,59.017222
ir,tu gol,Tu Gol,04,,26.183,60.6125
ir,tu gowdi,Tu Gowdi,05,,30.9811,50.204
ir,tugur,Tugur,43,,37.633061,57.781416
ir,tuh chah-e falavand,Tuh Chah-e Falavand,23,,33.4504,48.0943
ir,tuh-e sorkhak,Tuh-e Sorkhak,13,,33.9741,46.8221
ir,tuh khoshkeh-ye `olya,Tuh Khoshkeh-ye `Olya,23,,33.3366,47.4811
ir,tuh khoshkeh-ye vosta,Tuh Khoshkeh-ye Vosta,23,,33.3369,47.4714
ir,tuhru'ileh-ye `olya,Tuhru'ileh-ye `Olya,13,,34.0566,46.8758
ir,tuh seyli,Tuh Seyli,42,,36.7347,60.1152
ir,tu-i-chah,Tu-i-Chah,25,,35.641685,56.652833
ir,tu'i dar samadi,Tu'i Dar Samadi,16,,35.4576,46.8186
ir,tu'i dartan,Tu'i Dartan,16,,35.4157,46.7939
ir,tuidar,Tuidar,23,,33.7974,48.0251
ir,tu'i dasht,Tu'i Dasht,08,,37.064444,49.779722
ir,tu'i jin,Tu'i Jin,09,,34.824444,48.410659
ir,tu'in,Tu'in,09,,34.824444,48.410659
ir,tuisarkan,Tuisarkan,09,,34.5481,48.4469
ir,tu'i,Tu'i,01,,37.453,44.8385
ir,tui,Tui,43,,37.13313,57.106538
ir,tujak,Tujak,04,,25.507858,59.581008
ir,tujak,Tujak,11,,26.0415,57.2368
ir,tujan-e jiroft,Tujan-e Jiroft,29,,28.629,57.8035
ir,tujan-e `olya,Tujan-e `Olya,29,,28.629,57.8035
ir,tujan-e sofla,Tujan-e Sofla,29,,28.629,57.8035
ir,tujan,Tujan,04,,26.183,60.6125
ir,tujan,Tujan,29,,28.629,57.8035
ir,tujan,Tujan,44,,35.9328,51.0209
ir,tujdan,Tujdan,04,,26.183,60.6125
ir,tujerdi,Tujerdi,07,,29.9258,53.9714
ir,tujidar,Tujidar,11,,26.065512,58.883324
ir,tuji,Tuji,04,,26.124113,59.488884
ir,tujjar,Tujjar,41,,32.204387,59.393294
ir,tuj,Tuj,11,,26.608,57.539
ir,tuj,Tuj,41,,32.929235,58.76378
ir,tujun,Tujun,28,,33.300228,50.329133
ir,tu kahur jaghin,Tu Kahur Jaghin,11,,27.1259,57.4148
ir,tu kahur,Tu Kahur,11,,27.1259,57.4148
ir,tukahur,Tukahur,11,,27.1345,57.4235
ir,tu kahur,Tu Kahur,11,,27.1408,57.3976
ir,tukahur,Tukahur,11,,27.1422,57.4374
ir,tu kahur,Tu Kahur,11,,27.1449,57.3939
ir,tukahur,Tukahur,11,,27.1207,57.4251
ir,tukalak,Tukalak,01,,38.4443,44.9313
ir,tukali,Tukali,04,,26.600556,60.468056
ir,tu kalleh,Tu Kalleh,05,,31.00263,50.974539
ir,tukal,Tukal,04,,26.183,60.6125
ir,tukan,Tukan,13,,34.3761,46.4685
ir,tuk dan,Tuk Dan,04,,25.832282,61.03547
ir,tukehy,Tukehy,36,,37.165,48.1557
ir,tukhal,Tukhal,04,,26.600556,60.468056
ir,tukhdamesh,Tukhdamesh,33,,37.307,48.0933
ir,tukhit-e `olya,Tukhit-e `Olya,15,,30.708,49.0991
ir,tukhit-e sofla,Tukhit-e Sofla,15,,30.708,49.0991
ir,tukhit,Tukhit,15,,30.708,49.0991
ir,tukhi tuqan,Tukhi Tuqan,33,,38.3108,46.6403
ir,tukhm aqlu,Tukhm Aqlu,28,,33.19538,50.131709
ir,tu khoshkeh,Tu Khoshkeh,13,,33.9636,46.9493
ir,tukhoshkeh,Tukhoshkeh,13,,34.765363,45.709562
ir,tukh raja,Tukh Raja,29,,31.092811,56.288281
ir,tukhur,Tukhur,11,,27.1259,57.4148
ir,tuki-ye pa'in,Tuki-ye Pa'in,04,,26.585833,60.494722
ir,tukmahdash,Tukmahdash,36,,37.0595,48.2059
ir,tukmakhdash,Tukmakhdash,36,,37.0595,48.2059
ir,tukmeh dash,Tukmeh Dash,36,,37.0595,48.2059
ir,tu kol,Tu Kol,04,,26.183,60.6125
ir,tuksar-e shijan,Tuksar-e Shijan,08,,37.428885,49.600022
ir,tuk,Tuk,04,,26.519607,60.621664
ir,tuk tukab,Tuk Tukab,15,,32.7,48.2496
ir,tukur,Tukur,43,,37.633061,57.781416
ir,tulab bareh,Tulab Bareh,08,,36.966667,49.366667
ir,tulabi,Tulabi,13,,33.8798,46.7935
ir,tulab,Tulab,10,,33.5547,46.585
ir,tul ab,Tul Ab,10,,33.5547,46.585
ir,tulachi,Tulachi,32,,39.0989,47.7187
ir,tula darreh,Tula Darreh,36,,36.466667,48.566667
ir,tula-darrekh,Tula-Darrekh,36,,36.466667,48.566667
ir,tuladar,Tuladar,04,,25.783333,59.216667
ir,tulai dash,Tulai Dash,32,,38.533333,48.05
ir,tulaki dash,Tulaki Dash,32,,38.533333,48.05
ir,tulak,Tulak,13,,33.8755,46.6085
ir,tulak,Tulak,26,,35.566667,52.1
ir,tulak,Tulak,35,,36.522202,51.31927
ir,tulan,Tulan,33,,39.1733,47.5312
ir,tul aram,Tul Aram,37,,37.181694,55.462265
ir,tulari,Tulari,08,,37.792778,48.966389
ir,tular,Tular,08,,37.048611,49.467222
ir,tula rud-e pa'in,Tula Rud-e Pa'in,08,,37.792778,48.966389
ir,tularud,Tularud,08,,37.7687,48.9281
ir,tula rud,Tula Rud,08,,37.7849,48.9112
ir,tul ashki,Tul Ashki,22,,29.0736,51.1273
ir,tulash,Tulash,32,,37.548,48.5439
ir,tula,Tula,11,,26.9789,56.2112
ir,tula zadeh,Tula Zadeh,08,,37.189452,50.142934
ir,tulbargah,Tulbargah,07,,28.5669,55.3372
ir,tul bargeh,Tul Bargeh,07,,28.5669,55.3372
ir,tul dan,Tul Dan,05,,30.9106,50.899733
ir,tul-e bahd,Tul-e Bahd,15,,32.033333,48.666667
ir,tul-e deraz,Tul-e Deraz,05,,30.957579,50.906025
ir,tulegani,Tulegani,04,,26.188,60.5871
ir,tulegi ab,Tulegi Ab,04,,26.533056,61.0375
ir,tuleh dan,Tuleh Dan,03,,31.71887,50.576558
ir,tuleh gund,Tuleh Gund,08,,37.497778,48.830278
ir,tuleh'i,Tuleh'i,11,,27.007,57.4219
ir,tuleh kola,Tuleh Kola,35,,36.489274,52.401883
ir,tuleh lat-e azar key,Tuleh Lat-e Azar Key,08,,36.992641,50.291836
ir,tuleh sara,Tuleh Sara,35,,36.596807,52.519003
ir,tuleh sar,Tuleh Sar,35,,36.782965,50.559357
ir,tuleh,Tuleh,34,,34.0442,49.2879
ir,tuleh-ye mallu,Tuleh-ye Mallu,07,,27.4099,53.0244
ir,tuleh zireh,Tuleh Zireh,07,,29.1326,53.4206
ir,tuleqani,Tuleqani,04,,26.188,60.5871
ir,tuleyan,Tuleyan,05,,30.844773,50.580761
ir,tulghur,Tulghur,42,,36.824728,59.360915
ir,tulgilali,Tulgilali,08,,37.8444,48.8981
ir,tul gilan,Tul Gilan,08,,37.8444,48.8981
ir,tul gowak,Tul Gowak,07,,29.76627,51.545374
ir,tuli ab,Tuli Ab,04,,26.533056,61.0375
ir,tulian,Tulian,05,,30.482966,51.751527
ir,tuli `ashaqi,Tuli `Ashaqi,33,,39.083,46.8238
ir,tul-i-bahi,Tul-i-Bahi,22,,29.2188,51.0464
ir,tuli gilan,Tuli Gilan,32,,37.848889,48.554722
ir,tul-i-gird,Tul-i-Gird,07,,30.1378,52.0532
ir,tul-i-khaiyat,Tul-i-Khaiyat,15,,31.8772,49.1206
ir,tul-i-khandaq,Tul-i-Khandaq,07,,27.337222,53.186111
ir,tuli nesa,Tuli Nesa,08,,37.2835,48.9764
ir,tulir,Tulir,32,,38.9886,48.044
ir,tul-i-siah,Tul-i-Siah,22,,29.004444,51.123889
ir,tul-i-skau,Tul-i-Skau,07,,28.733333,54.316667
ir,tuli,Tuli,01,,37.4992,44.7877
ir,tuli,Tuli,15,,32.211111,49.6625
ir,tuli,Tuli,32,,37.9361,48.3624
ir,tuli,Tuli,33,,38.866667,46.583333
ir,tuliyan,Tuliyan,05,,30.844773,50.580761
ir,tuljilal,Tuljilal,08,,37.8444,48.8981
ir,tulkan,Tulkan,26,,35.583333,52.183333
ir,tulki tappehsi,Tulki Tappehsi,01,,39.0103,44.3753
ir,tulki tappeh,Tulki Tappeh,09,,35.4953,48.9578
ir,tulki,Tulki,01,,39.0103,44.3753
ir,tulki,Tulki,09,,35.4953,48.9578
ir,tulki,Tulki,43,,37.395278,57.375278
ir,tul kohneh,Tul Kohneh,15,,30.816,50.2149
ir,tul lat,Tul Lat,08,,36.992641,50.291836
ir,tulman,Tulman,32,,37.548,48.5439
ir,tul mushka rud,Tul Mushka Rud,05,,30.692211,50.731888
ir,tulqur,Tulqur,42,,36.824728,59.360915
ir,tul sara,Tul Sara,35,,36.596807,52.519003
ir,tul,Tul,01,,38.7939,45.0668
ir,tul,Tul,08,,37.836111,48.618611
ir,tul,Tul,11,,26.757,55.7256
ir,tulumb,Tulumb,40,,31.714167,53.9225
ir,tulun,Tulun,32,,38.9452,48.0664
ir,tulun,Tulun,36,,36.2761,48.4199
ir,tulus,Tulus,04,,26.7025,61.456111
ir,tulu,Tulu,15,,31.6175,50.435
ir,tuluzad,Tuluzad,29,,28.416667,56.4
ir,tulzard,Tulzard,29,,28.416667,56.4
ir,tumachar,Tumachar,37,,37.092977,54.309678
ir,tumachlar-e charqoli,Tumachlar-e Charqoli,37,,36.991111,54.049722
ir,tumachlar,Tumachlar,37,,36.985998,54.060559
ir,tumaj,Tumaj,11,,26.986,57.0232
ir,tumaleh-ye sofla,Tumaleh-ye Sofla,23,,33.533333,48.75
ir,tumanak-e bala,Tumanak-e Bala,05,,30.485371,51.389029
ir,tumanak-e `olya,Tumanak-e `Olya,05,,30.485371,51.389029
ir,tumanak-e pa'in,Tumanak-e Pa'in,05,,30.477325,51.397595
ir,tumanak-e sofla,Tumanak-e Sofla,05,,30.477325,51.397595
ir,tumanak-e vosta,Tumanak-e Vosta,05,,30.480537,51.390956
ir,tumanak,Tumanak,03,,32.504301,50.672353
ir,tuman-e gholamhasan,Tuman-e Gholamhasan,11,,27.196389,56.3575
ir,tumani,Tumani,11,,27.123611,57.069722
ir,tuman,Tuman,04,,26.3876,59.0773
ir,tumanu,Tumanu,29,,28.7958,58.0162
ir,tumanzahi,Tumanzahi,11,,26.4728,57.1559
ir,tumarabad,Tumarabad,34,,34.147733,49.607535
ir,tumar aghaj,Tumar Aghaj,01,,36.5838,46.5672
ir,tumar aqaj,Tumar Aqaj,01,,36.5838,46.5672
ir,tumar darrahsi-ye `olya,Tumar Darrahsi-ye `Olya,32,,38.7603,47.807
ir,tumar darrahsi-ye sofla,Tumar Darrahsi-ye Sofla,32,,38.7599,47.8135
ir,tumar darrehsi-ye bala,Tumar Darrehsi-ye Bala,32,,38.7603,47.807
ir,tumar darrehsi-ye pa'in,Tumar Darrehsi-ye Pa'in,32,,38.7599,47.8135
ir,tumar-e hajji ghayeb,Tumar-e Hajji Ghayeb,32,,39.516667,47.733333
ir,tumar kandi,Tumar Kandi,32,,39.2008,47.8641
ir,tumarlu,Tumarlu,32,,39.516667,47.733333
ir,tumar qamish,Tumar Qamish,16,,36.3701,46.6285
ir,tumar,Tumar,15,,30.4716,48.0554
ir,tumar,Tumar,32,,39.2008,47.8641
ir,tumatar,Tumatar,01,,37.3797,45.159
ir,tumbak,Tumbak,11,,27.085833,57.015833
ir,tumbak,Tumbak,22,,27.7268,52.1733
ir,tumbirgird,Tumbirgird,11,,27.816667,56.433333
ir,tumeh,Tumeh,11,,26.986,57.0232
ir,tum-e khvark,Tum-e Khvark,29,,28.05,57.916667
ir,tumgiran,Tumgiran,29,,27.347563,58.058091
ir,tumiachlar khvajeh nafas,Tumiachlar Khvajeh Nafas,37,,36.985998,54.060559
ir,tumianeh,Tumianeh,13,,33.9846,46.7797
ir,tumizan,Tumizan,09,,35.2798,49.1328
ir,tumpag,Tumpag,04,,25.523894,59.771484
ir,tumpak,Tumpak,04,,25.523894,59.771484
ir,tumpgiran,Tumpgiran,29,,27.347563,58.058091
ir,tump-i-absardi,Tump-i-Absardi,29,,28.0904,57.8746
ir,tump-i-kharg,Tump-i-Kharg,29,,28.05,57.916667
ir,tump-i-kunar sandal,Tump-i-Kunar Sandal,29,,28.459,57.7821
ir,tump-i-ladi,Tump-i-Ladi,04,,27.5,59.4
ir,tump-i-surkh,Tump-i-Surkh,29,,27.733333,58.066667
ir,tunah,Tunah,42,,34.863263,60.384487
ir,tunak,Tunak,04,,27.616753,59.893741
ir,tuna,Tuna,23,,33.1311,49.0408
ir,tundarun,Tundarun,28,,32.7811,51.045
ir,tuneh'i,Tuneh'i,11,,25.751294,58.444025
ir,tuneh,Tuneh,42,,34.863263,60.384487
ir,tunel-e shomareh-ye yek,Tunel-e Shomareh-ye Yek,29,,30.89,56.758611
ir,tunian,Tunian,38,,36.4838,49.5793
ir,tun,Tun,42,,34.018498,58.172222
ir,tunya,Tunya,15,,31.933333,49.25
ir,tup ab,Tup Ab,07,,30.458469,51.391023
ir,tup ab,Tup Ab,15,,31.477,49.637
ir,tupaghaj,Tupaghaj,01,,36.9074,46.6627
ir,tup aghaj,Tup Aghaj,16,,36.0493,47.8248
ir,tup aghaj,Tup Aghaj,33,,37.4378,46.627
ir,tup aqach,Tup Aqach,16,,36.0493,47.8248
ir,tup aqaj,Tup Aqaj,01,,36.9074,46.6627
ir,tup aqaj,Tup Aqaj,33,,37.4378,46.627
ir,tup chenar,Tup Chenar,43,,37.723904,57.237303
ir,tupchi,Tupchi,15,,30.6928,48.6336
ir,tupchi,Tupchi,33,,38.3333,45.1803
ir,tup derakht,Tup Derakht,42,,36.546938,59.354947
ir,tupkanlu,Tupkanlu,43,,37.566639,57.697828
ir,tupkarekh,Tupkarekh,36,,36.137,48.7538
ir,tup qarah,Tup Qarah,33,,37.4887,47.9077
ir,tup qarah,Tup Qarah,36,,36.137,48.7538
ir,tup qara',Tup Qara',36,,36.137,48.7538
ir,tup qareh,Tup Qareh,36,,36.137,48.7538
ir,tupraq kandi,Tupraq Kandi,32,,39.551944,47.661944
ir,tupraqlu,Tupraqlu,32,,38.2011,48.4526
ir,tupraq qal`eh,Tupraq Qal`eh,01,,37.588,45.0921
ir,tupuzabad,Tupuzabad,01,,37.2478,44.9188
ir,tuqah tang,Tuqah Tang,07,,30.206889,51.598682
ir,tuqdar,Tuqdar,35,,36.780738,53.03068
ir,tuqli juq tappeh,Tuqli Juq Tappeh,37,,37.236469,54.869592
ir,tuqli juq,Tuqli Juq,37,,37.236469,54.869592
ir,tuqli tamesh,Tuqli Tamesh,37,,37.902524,55.976088
ir,tuqoz-e bala,Tuqoz-e Bala,42,,35.351601,60.832915
ir,tuqoz-e pa'in,Tuqoz-e Pa'in,42,,35.340799,60.823361
ir,tuqqeh chenar,Tuqqeh Chenar,43,,37.719823,57.111032
ir,tuq,Tuq,33,,38.8276,46.7184
ir,turaghay,Turaghay,33,,37.0872,46.3123
ir,turahi,Turahi,15,,30.8337,50.1821
ir,turakh tappeh,Turakh Tappeh,16,,35.7081,46.4356
ir,turakhtepe,Turakhtepe,16,,35.7081,46.4356
ir,turak,Turak,41,,31.8216,59.9382
ir,turamin,Turamin,33,,37.8889,45.977
ir,turancheh,Turancheh,33,,38.6397,47.3871
ir,turandeh jan,Turandeh Jan,42,,36.24751,58.504342
ir,turan-e farsi,Turan-e Farsi,37,,37.077844,55.074043
