ro,Rancho El Socorro,10,,24.516667,-103.916667
my,kampong semaloi,Kampong Semaloi,01,,2.62557,103.629285
my,kampong semambu,Kampong Semambu,06,,2.95,102.85
my,kampong semandau,Kampong Semandau,01,,2.2044,102.6958
my,kampong semandi matang,Kampong Semandi Matang,11,,1.583333,110.55
my,kampong semangar,Kampong Semangar,01,,1.7515,103.7842
my,kampong semanggah,Kampong Semanggah,06,,3.491378,102.908052
my,kampong semangut,Kampong Semangut,16,,5.7891,118.1494
my,kampong seman,Kampong Seman,13,,4.833333,103.183333
my,kampong semantin,Kampong Semantin,06,,3.8688,102.4512
my,kampong semantong,Kampong Semantong,05,,2.8619,101.9458
my,kampong semanyir darat,Kampong Semanyir Darat,01,,2.647066,103.640929
my,kampong semanyir laut,Kampong Semanyir Laut,01,,2.658266,103.64036
my,kampong semanyit,Kampong Semanyit,01,,2.658266,103.64036
my,kampong semarang,Kampong Semarang,11,,1.466667,110.283333
my,kampong semariang batu,Kampong Semariang Batu,11,,1.6,110.333333
my,kampong semariang,Kampong Semariang,11,,1.6,110.316667
my,kampong semaring,Kampong Semaring,13,,4.663614,103.032626
my,kampong semaseh,Kampong Semaseh,01,,2.2002,102.7025
my,kampong semasih,Kampong Semasih,01,,2.2002,102.7025
my,kampong semata,Kampong Semata,12,,2.880307,101.841068
my,kampong sematang,Kampong Sematang,02,,6.1,100.3
my,kampong semat,Kampong Semat,05,,3.083,102.1028
my,kampong semat,Kampong Semat,07,,4.583333,100.9
my,kampong sembah,Kampong Sembah,06,,3.483333,101.933333
my,kampong semban,Kampong Semban,11,,1.233333,110.183333
my,kampong sembawang,Kampong Sembawang,11,,1.633333,109.85
my,kampong sembayong,Kampong Sembayong,01,,1.9482,104.1037
my,kampong sembrong,Kampong Sembrong,01,,2.0585,103.3592
my,kampong sembulan,Kampong Sembulan,16,,5.966,116.0653
my,kampong semeba,Kampong Semeba,11,,1.483333,110.283333
my,kampong semedak,Kampong Semedak,05,,2.966667,102.083333
my,kampong semeliang,Kampong Semeliang,02,,6.270305,100.599868
my,kampong semeliang,Kampong Semeliang,06,,3.9007,103.0323
my,kampong semembar,Kampong Semembar,01,,2.283333,104.133333
my,kampong semenai,Kampong Semenai,06,,3.766667,102.383333
my,kampong semenong,Kampong Semenong,11,,1.283333,110.35
my,kampong sementa,Kampong Sementa,07,,4.683333,100.933333
my,kampong sementa,Kampong Sementa,12,,3.083333,101.383333
my,kampong sementeh,Kampong Sementeh,06,,3.4871,102.1926
my,kampong semerah padi,Kampong Semerah Padi,12,,3.116667,101.733333
my,kampong semera,Kampong Semera,11,,1.55,110.666667
my,kampong semerbok,Kampong Semerbok,05,,2.4896,102.1199
my,kampong semerting,Kampong Semerting,06,,3.1719,102.1871
my,kampong semeru,Kampong Semeru,11,,1.15,110.283333
my,kampong semilang,Kampong Semilang,11,,1.6,110.5
my,kampong semin,Kampong Semin,05,,2.4657,102.0679
my,kampong sempa,Kampong Sempa,06,,3.4208,102.0661
my,kampong sempak,Kampong Sempak,06,,3.4208,102.0661
my,kampong sempalit hilir,Kampong Sempalit Hilir,06,,3.7935,101.8688
my,kampong sempalit,Kampong Sempalit,06,,3.8107,101.8914
my,kampong sempalit ulu,Kampong Sempalit Ulu,06,,3.7786,101.8703
my,kampong sempam,Kampong Sempam,06,,3.8346,101.8342
my,kampong sempang bekoh,Kampong Sempang Bekoh,04,,2.3601,102.5095
my,kampong sempang,Kampong Sempang,04,,2.1449,102.4133
my,kampong sempang kerayong,Kampong Sempang Kerayong,04,,2.2997,102.4442
my,kampong sempineh,Kampong Sempineh,07,,4.933333,100.833333
my,kampong sempudu,Kampong Sempudu,04,,5.7,115.983333
my,kampong semubar,Kampong Semubar,03,,5.983333,102.2
my,kampong semugi,Kampong Semugi,06,,3.7118,103.0054
my,kampong semuji,Kampong Semuji,06,,3.7118,103.0054
my,kampong semukoi,Kampong Semukoi,11,,1.05,110.666667
my,kampong semulon,Kampong Semulon,11,,2.533333,111.366667
my,kampong semup,Kampong Semup,11,,2.416667,111.4
my,kampong semut api,Kampong Semut Api,03,,6.2,102.283333
my,kampong sena halu,Kampong Sena Halu,07,,5.05,100.966667
my,kampong senah negri,Kampong Senah Negri,11,,1.15,110.266667
my,kampong senah parun,Kampong Senah Parun,11,,1.133333,110.283333
my,kampong senah sadir,Kampong Senah Sadir,11,,1.1,110.266667
my,kampong senah sebuang,Kampong Senah Sebuang,11,,1.1,110.283333
my,kampong senah semeru,Kampong Senah Semeru,11,,1.15,110.283333
my,kampong senah semuti,Kampong Senah Semuti,11,,1.1,110.266667
my,kampong sena,Kampong Sena,02,,5.819308,100.736343
my,kampong sena,Kampong Sena,03,,6.1,102.1
my,kampong sena,Kampong Sena,08,,6.410053,100.301138
my,kampong senaling,Kampong Senaling,05,,2.7072,102.2471
my,kampong senama hilir,Kampong Senama Hilir,05,,2.5778,102.0979
my,kampong senama,Kampong Senama,05,,2.5807,102.1041
my,kampong senama ulu,Kampong Senama Ulu,05,,2.5886,102.1031
my,kampong sena parun,Kampong Sena Parun,11,,1.133333,110.283333
my,kampong senara,Kampong Senara,02,,6.066667,100.533333
my,kampong sena rengah,Kampong Sena Rengah,03,,5.733333,102.083333
my,kampong senarut,Kampong Senarut,01,,2.65,102.7
my,kampong senau,Kampong Senau,11,,2.866667,111.85
my,kampong senawa,Kampong Senawa,11,,4.033333,114.333333
my,kampong senawar,Kampong Senawar,07,,4.75,100.95
my,kampong sen buligisan,Kampong Sen Buligisan,16,,4.425485,118.582589
my,kampong sendayan,Kampong Sendayan,05,,2.65,102.533333
my,kampong sendayan,Kampong Sendayan,06,,3.5196,102.1619
my,kampong sendien,Kampong Sendien,16,,6.297856,116.31549
my,kampong sendok,Kampong Sendok,01,,2.1059,102.5671
my,kampong sendok,Kampong Sendok,07,,4.766667,100.716667
my,kampong sendok,Kampong Sendok,13,,4.5719,102.9773
my,kampong sendok ulu,Kampong Sendok Ulu,07,,4.75,100.75
my,kampong sendor,Kampong Sendor,13,,4.816667,103.166667
my,kampong sengai,Kampong Sengai,11,,1.066667,110.566667
my,kampong sengat,Kampong Sengat,07,,4.5415,101.1242
my,kampong senggang,Kampong Senggang,07,,4.666667,100.933333
my,kampong senggi,Kampong Senggi,11,,1.5,110.166667
my,kampong senggora,Kampong Senggora,02,,6.001191,100.406175
my,kampong sengit,Kampong Sengit,03,,5.683333,101.716667
my,kampong sengkang batu nineteen,Kampong Sengkang Batu Nineteen,01,,2.2468,102.6757
my,kampong sengkang batu twenty,Kampong Sengkang Batu Twenty,01,,2.2731,102.6969
my,kampong sengkela,Kampong Sengkela,06,,3.9593,101.8658
my,kampong sengkelau,Kampong Sengkelau,06,,3.8,102.416667
my,kampong senibai,Kampong Senibai,05,,2.6258,102.2665
my,kampong senibong,Kampong Senibong,01,,1.4883,103.8172
my,kampong sening,Kampong Sening,03,,6,102.383333
my,kampong senin,Kampong Senin,07,,4.383333,100.9
my,kampong senitanulu,Kampong Senitanulu,16,,6.566667,117.016667
my,kampong sen kob,Kampong Sen Kob,02,,5.433333,100.65
my,kampong senok,Kampong Senok,03,,6.166667,102.35
my,kampong senor,Kampong Senor,03,,6.1,102.1
my,kampong sentah,Kampong Sentah,11,,1.35,110.366667
my,kampong sentang,Kampong Sentang,06,,3.4447,102.6004
my,kampong senting,Kampong Senting,06,,4.533333,102.6
my,kampong sentol masam,Kampong Sentol Masam,06,,3.4724,103.0759
my,kampong sentol patah,Kampong Sentol Patah,13,,5.1765,103.1966
my,kampong sentong,Kampong Sentong,06,,4.516667,102.683333
my,kampong sentosa,Kampong Sentosa,01,,2.2575,102.8304
my,kampong sentul,Kampong Sentul,02,,5.581624,100.388808
my,kampong sepagar,Kampong Sepagar,06,,3.4719,102.993
my,kampong sepak,Kampong Sepak,01,,1.7842,103.8869
my,kampong sepangai,Kampong Sepangai,16,,5.9181,116.2805
my,kampong sepan,Kampong Sepan,11,,1.066667,110.733333
my,kampong sepaoh,Kampong Sepaoh,11,,1.183333,110.916667
my,kampong separang,Kampong Separang,11,,1.45,110.5
my,kampong separau,Kampong Separau,11,,4.083333,113.883333
my,kampong seperah,Kampong Seperah,13,,4.766667,103.383333
my,kampong seperi,Kampong Seperi,05,,2.983333,102.05
my,kampong sepial,Kampong Sepial,06,,4.0627,102.2967
my,kampong sepinang,Kampong Sepinang,01,,2.5604,102.8077
my,kampong sepintas,Kampong Sepintas,12,,3.7806,101.0285
my,kampong sepit,Kampong Sepit,11,,1.183333,110.183333
my,kampong sepok,Kampong Sepok,11,,1.7,111.4
my,kampong sepor,Kampong Sepor,03,,5.833333,101.6
my,kampong sepulai,Kampong Sepulai,03,,5.866667,102.466667
my,kampong sepuleh,Kampong Sepuleh,03,,6.116667,102.1
my,kampong sepuloh,Kampong Sepuloh,09,,5.309818,100.268385
my,kampong sepurau,Kampong Sepurau,11,,4.083333,113.883333
my,kampong seputeh,Kampong Seputeh,02,,5.533333,100.766667
my,kampong seputeh,Kampong Seputeh,07,,5.093566,100.848524
my,kampong serabak,Kampong Serabak,11,,1.333333,110.016667
my,kampong serabang baharu,Kampong Serabang Baharu,11,,1.95,109.65
my,kampong serabang,Kampong Serabang,11,,1.933333,109.65
my,kampong serabong,Kampong Serabong,06,,3.5229,102.7956
my,kampong serada,Kampong Serada,13,,5.2633,103.0414
my,kampong seragatiang,Kampong Seragatiang,16,,6.0516,116.1273
my,kampong sera,Kampong Sera,07,,4.95,100.7
my,kampong serakek,Kampong Serakek,01,,2.6262,102.7835
my,kampong serambi,Kampong Serambi,06,,3.4968,103.1371
my,kampong serampang,Kampong Serampang,11,,4.816667,115.25
my,kampong serandu,Kampong Serandu,06,,3.5763,103.4158
my,kampong serani,Kampong Serani,09,,5.483333,100.45
my,kampong serapong,Kampong Serapong,16,,5.9175,116.6384
my,kampong serasa,Kampong Serasa,03,,5.183333,102.083333
my,kampong serasot,Kampong Serasot,11,,1.366667,110.05
my,kampong seraya,Kampong Seraya,02,,6.418064,100.691913
my,kampong serayan,Kampong Serayan,11,,1.733333,109.766667
my,kampong serdai,Kampong Serdai,05,,3.103,102.2049
my,kampong serdang belah,Kampong Serdang Belah,12,,2.833333,101.5
my,kampong serdang,Kampong Serdang,03,,6.066667,102.183333
my,kampong serdang,Kampong Serdang,05,,2.566667,102.05
my,kampong serdang,Kampong Serdang,06,,3.5311,102.7732
my,kampong serdang,Kampong Serdang,07,,4.2268,100.7026
my,kampong serdang,Kampong Serdang,13,,4.8,103.333333
my,kampong seredeng,Kampong Seredeng,11,,2.333333,111.45
my,kampong serendah,Kampong Serendah,03,,5.966667,102.216667
my,kampong serendah,Kampong Serendah,05,,2.8955,102.0248
my,kampong serengas,Kampong Serengas,13,,5.2832,103.0973
my,kampong serenggok,Kampong Serenggok,11,,1.65,109.983333
my,kampong serengkam,Kampong Serengkam,06,,3.4909,102.8211
my,kampong seren,Kampong Seren,13,,4.766667,103.2
my,kampong serepan,Kampong Serepan,11,,1.566667,110.583333
my,kampong seriab,Kampong Seriab,08,,6.409533,100.1792
my,kampong serian hilir,Kampong Serian Hilir,11,,1.166667,110.566667
my,kampong serian ulu,Kampong Serian Ulu,11,,1.15,110.566667
my,kampong seriap,Kampong Seriap,08,,6.409533,100.1792
my,kampong seri baka,Kampong Seri Baka,01,,2.2772,102.6892
my,kampong seribang,Kampong Seribang,03,,6.066667,102.266667
my,kampong seribu relong,Kampong Seribu Relong,02,,5.255027,100.661872
my,kampong seri chantek,Kampong Seri Chantek,01,,2.297,102.6858
my,kampong seri dalam,Kampong Seri Dalam,01,,1.816667,103.133333
my,kampong seri gading,Kampong Seri Gading,01,,1.8688,103.0305
my,kampong seri jadi,Kampong Seri Jadi,01,,1.4595,104.0507
my,kampong seri labis,Kampong Seri Labis,01,,2.2897,102.6888
my,kampong seri lalang,Kampong Seri Lalang,01,,1.7244,103.9004
my,kampong seri makmor,Kampong Seri Makmor,01,,2.2541,102.5042
my,kampong seri medan,Kampong Seri Medan,12,,3.1,101.733333
my,kampong seri melenggang,Kampong Seri Melenggang,05,,2.5069,102.1218
my,kampong seri menanti,Kampong Seri Menanti,01,,1.9107,102.6942
my,kampong sering,Kampong Sering,03,,5.966667,102.35
my,kampong serinkin,Kampong Serinkin,06,,2.688138,103.59204
my,kampong seri paya,Kampong Seri Paya,01,,2.2875,102.6915
my,kampong seri permatang gading,Kampong Seri Permatang Gading,06,,3.753,103.2043
my,kampong serkam barat,Kampong Serkam Barat,04,,2.1376,102.3784
my,kampong serkam,Kampong Serkam,04,,2.1376,102.3784
my,kampong serkat,Kampong Serkat,01,,1.3022,103.4926
my,kampong serkong,Kampong Serkong,03,,6.216667,102.1
my,kampong sermin,Kampong Sermin,01,,2.5461,102.8146
my,kampong seromah,Kampong Seromah,11,,1.366667,110.183333
my,kampong serompong,Kampong Serompong,04,,2.2506,102.3435
my,kampong serong,Kampong Serong,01,,1.3005,103.498
my,kampong seronok,Kampong Seronok,09,,5.28955,100.254831
my,kampong serpang,Kampong Serpang,01,,2.122,102.6407
my,kampong serpan,Kampong Serpan,11,,1.566667,110.583333
my,kampong sertang,Kampong Sertang,05,,3.1498,102.1618
my,kampong sertek,Kampong Sertek,06,,3.5,102.05
my,kampong serting ilir,Kampong Serting Ilir,05,,2.8195,102.3553
my,kampong serting tengah,Kampong Serting Tengah,05,,2.8242,102.3369
my,kampong seruit,Kampong Seruit,11,,1.316667,110.483333
my,kampong serukam,Kampong Serukam,02,,5.599911,100.513621
my,kampong seru,Kampong Seru,11,,1.833333,109.733333
my,kampong seru laut,Kampong Seru Laut,11,,1.833333,109.733333
my,kampong serungga,Kampong Serungga,03,,6.016667,102.066667
my,kampong sesapan batu,Kampong Sesapan Batu,12,,2.8927,101.8807
my,kampong sesapan batu minangkabau,Kampong Sesapan Batu Minangkabau,12,,2.8853,101.8821
my,kampong sesapan batu rembau,Kampong Sesapan Batu Rembau,12,,2.8888,101.8841
my,kampong sesapan kelub,Kampong Sesapan Kelub,12,,2.8789,101.8657
my,kampong sesik,Kampong Sesik,03,,5.116667,101.983333
my,kampong setaang,Kampong Setaang,11,,1.316667,110.333333
my,kampong setajam,Kampong Setajam,01,,1.4401,104.2906
my,kampong setajam,Kampong Setajam,06,,2.654922,103.583926
my,kampong setakan kuap,Kampong Setakan Kuap,11,,1.466667,110.366667
my,kampong setampin,Kampong Setampin,11,,1.5,110.366667
my,kampong setangan,Kampong Setangan,16,,6.816667,116.85
my,kampong setang,Kampong Setang,13,,5.0612,102.9881
my,kampong setan,Kampong Setan,03,,6.066667,102.283333
my,kampong setapang,Kampong Setapang,11,,4.133333,114.433333
my,kampong setap,Kampong Setap,03,,5.516667,101.883333
my,kampong setar,Kampong Setar,02,,5.816667,100.416667
my,kampong setar,Kampong Setar,03,,5.0865,101.9708
my,kampong setas,Kampong Setas,11,,1.383333,109.983333
my,kampong setebut,Kampong Setebut,11,,1.233333,110.383333
my,kampong setek,Kampong Setek,03,,5.916667,102.266667
my,kampong setelor,Kampong Setelor,06,,3.012369,103.369683
my,kampong seteman,Kampong Seteman,11,,1.4,110.683333
my,kampong setengah,Kampong Setengah,01,,1.5013,103.7997
my,kampong seterpa,Kampong Seterpa,03,,6.033333,102.3
my,kampong seteru,Kampong Seteru,07,,4.933333,100.933333
my,kampong setia,Kampong Setia,07,,4.8353,100.9816
my,kampong setia,Kampong Setia,12,,3.25,101.533333
my,kampong setigang,Kampong Setigang,11,,1.45,110.366667
my,kampong setika,Kampong Setika,11,,1.466667,110.8
my,kampong setinggang,Kampong Setinggang,11,,1.483333,110.05
my,kampong setirau tanjong,Kampong Setirau Tanjong,11,,1.333333,111.333333
my,kampong setoh,Kampong Setoh,11,,1.7,110.1
my,kampong setol,Kampong Setol,02,,6.233333,100.466667
my,kampong setol,Kampong Setol,03,,5.916667,102.333333
my,kampong setol,Kampong Setol,09,,5.383333,100.416667
my,kampong setol seratus,Kampong Setol Seratus,03,,5.783333,102.4
my,kampong setor,Kampong Setor,06,,3.8588,102.3613
my,kampong setor,Kampong Setor,07,,4.783333,100.866667
my,kampong setulang darat,Kampong Setulang Darat,01,,1.4756,103.7742
my,kampong setulang laut,Kampong Setulang Laut,01,,1.4706,103.778
my,kampong setul,Kampong Setul,02,,5.214455,100.59085
my,kampong setul,Kampong Setul,09,,5.335567,100.230571
my,kampong setul lima,Kampong Setul Lima,03,,5.7,102.216667
my,kampong setunggang,Kampong Setunggang,11,,1.65,109.866667
my,kampong setunggang melayu,Kampong Setunggang Melayu,11,,1.65,109.85
my,kampong setungkor,Kampong Setungkor,11,,1.466667,109.95
my,kampong setutong,Kampong Setutong,11,,1.5,110.366667
my,kampong shee tan,Kampong Shee Tan,09,,5.33149,100.227989
my,kampong shukor,Kampong Shukor,13,,4.5899,102.9956
my,kampong siak,Kampong Siak,12,,3.366667,101.316667
my,kampong sialang dalam,Kampong Sialang Dalam,01,,2.2791,102.5055
my,kampong sialang,Kampong Sialang,01,,2.2822,102.5199
my,kampong sialang relau,Kampong Sialang Relau,01,,2.3857,102.541
my,kampong sialang tengah,Kampong Sialang Tengah,01,,2.2774,102.5244
my,kampong siam,Kampong Siam,02,,5.47462,100.620992
my,kampong siam,Kampong Siam,03,,5.783577,101.969081
my,kampong siam,Kampong Siam,07,,4.979646,100.788159
my,kampong siam,Kampong Siam,09,,5.361975,100.43625
my,kampong siampak,Kampong Siampak,16,,5.35,115.383333
my,kampong siantan,Kampong Siantan,16,,5.4287,115.6307
my,kampong siar,Kampong Siar,11,,1.75,109.866667
my,kampong sibau rembau,Kampong Sibau Rembau,11,,1.216667,110.9
my,kampong sibigol,Kampong Sibigol,11,,1.65,109.8
my,kampong sibuga,Kampong Sibuga,16,,5.8453,118.0445
my,kampong siburan,Kampong Siburan,11,,1.35,110.366667
my,kampong siburuh,Kampong Siburuh,11,,1.45,110.133333
my,kampong sibuti,Kampong Sibuti,11,,4.05,113.8
my,kampong sidam,Kampong Sidam,02,,5.533333,100.566667
my,kampong sidam kanan,Kampong Sidam Kanan,02,,5.532428,100.550881
my,kampong sidanu,Kampong Sidanu,11,,1.383333,110.35
my,kampong siding,Kampong Siding,01,,2.491,102.8366
my,kampong sidu,Kampong Sidu,02,,5.912612,100.668072
my,kampong siga,Kampong Siga,11,,1.35,110.4
my,kampong sigari,Kampong Sigari,07,,4.3531,100.6267
my,kampong sigindai,Kampong Sigindai,16,,5.8511,116.8085
my,kampong siginting,Kampong Siginting,05,,2.4193,101.8693
my,kampong sigiting,Kampong Sigiting,11,,1.466667,110.416667
my,kampong signal,Kampong Signal,12,,3.5866,101.6101
my,kampong si jagob,Kampong Si Jagob,07,,4.0468,100.858
my,kampong sijangkang,Kampong Sijangkang,12,,2.933333,101.45
my,kampong sijijak,Kampong Sijijak,11,,1.066667,110.333333
my,kampong sijingkat batu,Kampong Sijingkat Batu,11,,1.583333,110.433333
my,kampong sijingkat tapang,Kampong Sijingkat Tapang,11,,1.583333,110.45
my,kampong sijiram,Kampong Sijiram,11,,1.466667,110.383333
my,kampong sijirin,Kampong Sijirin,11,,1.633333,109.866667
my,kampong sikaban,Kampong Sikaban,16,,5.366667,115.366667
my,kampong sikai,Kampong Sikai,05,,2.6672,102.1639
my,kampong sikamat,Kampong Sikamat,05,,2.7459,101.9676
my,kampong si-kijang,Kampong Si-Kijang,01,,2.2268,103.4933
my,kampong sik,Kampong Sik,02,,5.816667,100.75
my,kampong sikog baharu,Kampong Sikog Baharu,11,,1.35,110.333333
my,kampong sikog,Kampong Sikog,11,,1.35,110.333333
my,kampong sikok,Kampong Sikok,11,,1.35,110.333333
my,kampong sikolt,Kampong Sikolt,16,,5.9149,116.3072
my,kampong siladan,Kampong Siladan,16,,5.533333,115.85
my,kampong silad,Kampong Silad,16,,6.0057,116.7806
my,kampong sila,Kampong Sila,11,,1.466667,111.383333
my,kampong sileng,Kampong Sileng,11,,1.683333,109.85
my,kampong siliau ilir,Kampong Siliau Ilir,05,,2.5454,101.9432
my,kampong siliau,Kampong Siliau,05,,2.5631,101.9415
my,kampong silico,Kampong Silico,16,,5.5202,115.5224
my,kampong simayak,Kampong Simayak,11,,1.25,110.683333
my,kampong simboh,Kampong Simboh,11,,1.35,110.35
my,kampong simbulon,Kampong Simbulon,16,,5.9262,116.3579
my,kampong simee,Kampong Simee,07,,4.6223,101.1109
my,kampong simpah,Kampong Simpah,09,,5.411631,100.381048
my,kampong simpai,Kampong Simpai,05,,2.6572,102.1496
my,kampong simpang ampat bagan nakhoda omar,Kampong Simpang Ampat Bagan Nakhoda Omar,12,,3.7837,100.8872
my,kampong simpang ampat,Kampong Simpang Ampat,02,,5.683333,100.933333
my,kampong simpang ampat,Kampong Simpang Ampat,07,,3.6875,101.5361
my,kampong simpang ampat teroi,Kampong Simpang Ampat Teroi,02,,5.85,100.433333
my,kampong simpangan,Kampong Simpangan,16,,6.2087,116.2029
my,kampong simpangan kuala,Kampong Simpangan Kuala,16,,6.2118,116.2164
my,kampong simpang ayam,Kampong Simpang Ayam,11,,1.65,110.083333
my,kampong simpang balak,Kampong Simpang Balak,12,,3.0157,101.7785
my,kampong simpang empat,Kampong Simpang Empat,07,,3.6875,101.5361
my,kampong simpang empat,Kampong Simpang Empat,12,,2.9002,101.718
my,kampong simpang empat kuar,Kampong Simpang Empat Kuar,02,,6.188357,100.283352
my,kampong simpang haji adam,Kampong Simpang Haji Adam,07,,4.816667,100.7
my,kampong simpang,Kampong Simpang,01,,1.9418,104.072
my,kampong simpang,Kampong Simpang,02,,6.266667,100.216667
my,kampong simpang,Kampong Simpang,04,,2.2841,102.49
my,kampong simpang,Kampong Simpang,05,,2.5668,102.258
my,kampong simpang,Kampong Simpang,07,,4.35,100.933333
my,kampong simpang keling,Kampong Simpang Keling,05,,2.5441,102.0791
my,kampong simpang kerayong,Kampong Simpang Kerayong,04,,2.2997,102.4442
my,kampong simpang kling,Kampong Simpang Kling,05,,2.5441,102.0791
my,kampong simpang liang,Kampong Simpang Liang,06,,3.85,101.833333
my,kampong simpang lima darat,Kampong Simpang Lima Darat,01,,2.2339,102.6183
my,kampong simpang lima,Kampong Simpang Lima,01,,1.8525,102.8833
my,kampong simpang perak,Kampong Simpang Perak,07,,5.716667,101.05
my,kampong simpang pulai,Kampong Simpang Pulai,07,,5.710568,100.996515
my,kampong simpang rengam,Kampong Simpang Rengam,01,,1.8278,103.3
my,kampong simpang tiga jankang,Kampong Simpang Tiga Jankang,02,,5.428038,100.659124
my,kampong simpang tiga,Kampong Simpang Tiga,11,,1.65,110.083333
my,kampong simpang tiga,Kampong Simpang Tiga,12,,3.216667,101.333333
my,kampong simpang tiga keladi,Kampong Simpang Tiga Keladi,02,,5.386617,100.544507
my,kampong simpang tiga tegayong,Kampong Simpang Tiga Tegayong,03,,5.966667,102.316667
my,kampong simpok,Kampong Simpok,11,,1.266667,110.35
my,kampong simpol,Kampong Simpol,03,,5.733333,102.216667
my,kampong simpol,Kampong Simpol,11,,1.716667,110.25
my,kampong simpor besar,Kampong Simpor Besar,02,,5.6,100.416667
my,kampong simpor kechik,Kampong Simpor Kechik,02,,5.583333,100.4
my,kampong simpur belubang,Kampong Simpur Belubang,03,,5.8,102.183333
my,kampong simunjan tebang,Kampong Simunjan Tebang,11,,1.316667,110.8
my,kampong sinansag,Kampong Sinansag,16,,6.033333,116.333333
my,kampong sinapokan,Kampong Sinapokan,16,,5.4,115.433333
my,kampong sinarun,Kampong Sinarun,16,,5.4548,116.5646
my,kampong sinarupa,Kampong Sinarupa,16,,5.266667,117.016667
my,kampong sinarut,Kampong Sinarut,16,,5.9626,116.6798
my,kampong sinawah,Kampong Sinawah,06,,3.490029,102.955994
my,kampong sindor,Kampong Sindor,13,,4.816667,103.166667
my,kampong sinempuan,Kampong Sinempuan,11,,4.9,115.183333
my,kampong singgang,Kampong Singgang,03,,6.133333,102.083333
my,kampong singgaron,Kampong Singgaron,16,,6.016667,116.466667
my,kampong singir,Kampong Singir,06,,3.023,103.4241
my,kampong singkalan,Kampong Singkalan,11,,1.25,110.883333
my,kampong singkir genting,Kampong Singkir Genting,02,,5.738562,100.380854
my,kampong singkir,Kampong Singkir,16,,6.3863,116.4553
my,kampong singkorap,Kampong Singkorap,16,,5.433333,115.583333
my,kampong siniawan,Kampong Siniawan,11,,1.3,110.5
my,kampong sinisian,Kampong Sinisian,16,,5.8523,116.3581
my,kampong sinkaray,Kampong Sinkaray,11,,4.766667,114.966667
my,kampong sinkarei,Kampong Sinkarei,11,,4.766667,114.966667
my,kampong sinkla,Kampong Sinkla,06,,3.9593,101.8658
my,kampong sinop,Kampong Sinop,11,,4.05,113.883333
my,kampong sinorob,Kampong Sinorob,16,,6.3658,116.4021
my,kampong sinsara,Kampong Sinsara,16,,6.2641,116.3123
my,kampong sinsuron,Kampong Sinsuron,16,,5.516667,116.6
my,kampong sintok bugis,Kampong Sintok Bugis,02,,5.616667,100.366667
my,kampong sintuong tuong,Kampong Sintuong Tuong,16,,5.9043,116.4908
my,kampong sinuba,Kampong Sinuba,16,,5.3456,116.8879
my,kampong sinulihan,Kampong Sinulihan,16,,5.9814,116.4557
my,kampong sinumin,Kampong Sinumin,11,,1.666667,109.85
my,kampong sinung kalangan,Kampong Sinung Kalangan,16,,5.7677,116.481
my,kampong siol kandis,Kampong Siol Kandis,11,,1.583333,110.35
my,kampong siong,Kampong Siong,02,,5.78863,100.908617
my,kampong sipitang,Kampong Sipitang,16,,5.083333,115.55
my,kampong sipul,Kampong Sipul,13,,5.5,102.466667
my,kampong siputeh,Kampong Siputeh,02,,5.283333,100.55
my,kampong siputih,Kampong Siputih,02,,6.366667,100.333333
my,kampong siput,Kampong Siput,02,,5.765998,100.889787
my,kampong siput,Kampong Siput,03,,6.1,102.083333
my,kampong sira badak,Kampong Sira Badak,07,,5.104891,100.659768
my,kampong sirai,Kampong Sirai,06,,3.5,101.916667
my,kampong sira,Kampong Sira,02,,5.28789,100.548193
my,kampong sira,Kampong Sira,07,,5.116466,100.967773
my,kampong sira,Kampong Sira,11,,1.183333,110.4
my,kampong sira ko,Kampong Sira Ko,02,,5.683333,100.85
my,kampong sira kulim,Kampong Sira Kulim,07,,5.4,101.1
my,kampong sirama,Kampong Sirama,06,,4.3509,102.3944
my,kampong sireh,Kampong Sireh,02,,6.2,100.666667
my,kampong sireh,Kampong Sireh,11,,1.7,109.95
my,kampong sirek,Kampong Sirek,11,,1.7,109.95
my,kampong sirih,Kampong Sirih,09,,5.357541,100.42897
my,kampong siru,Kampong Siru,11,,1.833333,109.716667
my,kampong si rusa,Kampong Si Rusa,05,,2.4957,101.8415
my,kampong sisek,Kampong Sisek,01,,2.5883,103.7938
my,kampong sising,Kampong Sising,16,,5.2818,115.6817
my,kampong sitakong,Kampong Sitakong,11,,4.8459,115.4226
my,kampong siti mani,Kampong Siti Mani,03,,6.183333,102.233333
my,kampong siu,Kampong Siu,11,,1.066667,110.5
my,kampong siyaon,Kampong Siyaon,16,,5.416667,115.45
my,kampong ska-an besar,Kampong Ska-an Besar,11,,2.666667,111.533333
my,kampong ska-an kechil,Kampong Ska-an Kechil,11,,2.65,111.516667
my,kampong skebang,Kampong Skebang,11,,1.4,110.016667
my,kampong skebang opar,Kampong Skebang Opar,11,,1.433333,110.016667
my,kampong skiat,Kampong Skiat,11,,1.416667,110.166667
my,kampong skio,Kampong Skio,11,,1.383333,110.216667
my,kampong skrak baharu,Kampong Skrak Baharu,11,,1.383333,110.366667
my,kampong skrak,Kampong Skrak,11,,1.383333,110.366667
my,kampong skubang,Kampong Skubang,11,,1.516667,110.266667
my,kampong skudai,Kampong Skudai,01,,1.4671,103.7321
my,kampong skudai laut,Kampong Skudai Laut,01,,1.5381,103.6663
my,kampong skunyit,Kampong Skunyit,11,,1.433333,110.266667
