say,Segizsay,07,,50.416667,53.166667
lb,arbanieh,Arbanieh,05,,33.8833333,35.6833333
lb,`arbaniyah,`Arbaniyah,05,,33.8833333,35.6833333
lb,`arbat qizheiya,`Arbat Qizheiya,03,,34.295,35.9255556
lb,ardah,Ardah,03,,34.4086111,35.9138889
lb,ard al husayn,Ard al Husayn,03,,34.2925,35.8780556
lb,ard bou torbey,Ard Bou Torbey,03,,34.2333333,35.95
lb,ard bu turbayh,Ard Bu Turbayh,03,,34.2333333,35.95
lb,arde,Ardé,03,,34.4086111,35.9138889
lb,ard el hssein,Ard el Hsseïn,03,,34.2925,35.8780556
lb,ardia,Ardia,03,,34.4086111,35.9138889
lb,ardjes,Ardjes,03,,34.3325,35.8836111
lb,`areiya,`Areiya,05,,33.8333333,35.5833333
lb,areya,Areya,05,,33.8333333,35.5833333
lb,ar'haiya,Ar'Haiya,03,,34.45,36.0833333
lb,arhmid,Arhmîd,05,,33.76,35.6916667
lb,`arid an na`s,`Arid an Na`s,05,,34.1,35.85
lb,`aridha,`Aridha,03,,34.6333333,35.9833333
lb,arjes,Arjes,03,,34.3325,35.8836111
lb,`arjis,`Arjis,03,,34.3325,35.8836111
lb,arka,Arka,03,,34.5333333,36.0333333
lb,armenian village,Armenian Village,03,,34.4333333,35.8333333
lb,arnaoun,Arnaoûn,02,,33.3294444,35.5241667
lb,arnoun,Arnoûn,02,,33.3294444,35.5241667
lb,arnun,Arnun,02,,33.3294444,35.5241667
lb,`arqa,`Arqa,03,,34.5333333,36.0333333
lb,`arqah,`Arqah,03,,34.5333333,36.0333333
lb,`arqoub,`Arqoub,02,,33.4,35.5375
lb,ar rabiyah,Ar Rabiyah,05,,33.9166667,35.6166667
lb,ar rafid,Ar Rafid,01,,33.5722222,35.8194444
lb,ar rahbah,Ar Rahbah,03,,34.5,36.15
lb,ar ram,Ar Ram,01,,34.1666667,36.1833333
lb,ar ramiyah,Ar Ramiyah,05,,34.0166667,35.6333333
lb,ar ramlah,Ar Ramlah,03,,34.45,35.8166667
lb,ar ramliyah,Ar Ramliyah,05,,33.75,35.65
lb,ar ramtaniyah,Ar Ramtaniyah,01,,33.8333333,35.8166667
lb,ar ramut,Ar Ramut,05,,34.1666667,35.7166667
lb,ar ransiyah,Ar Ransiyah,03,,34.5333333,36.0333333
lb,ar raqayif,Ar Raqayif,05,,33.9,35.8
lb,ar rashidiyah,Ar Rashidiyah,02,,33.2361111,35.2155556
lb,ar rasif,Ar Rasif,05,,34.0166667,35.6333333
lb,ar rawa'is,Ar Rawa'is,02,,33.4166667,35.3166667
lb,ar rawshah,Ar Rawshah,04,,33.8833333,35.4666667
lb,ar rayhanah,Ar Rayhanah,05,,34.0166667,35.6833333
lb,ar rayhan,Ar Rayhan,02,,33.4430556,35.5711111
lb,ar rayhaniyah,Ar Rayhaniyah,03,,34.3333333,35.9833333
lb,ar rihan,Ar Rihan,05,,34.1666667,35.6333333
lb,ar rimmah,Ar Rimmah,03,,34.6166667,36.2666667
lb,ar ru'aysah,Ar Ru'aysah,05,,33.9166667,35.75
lb,ar ru'ays,Ar Ru'ays,03,,34.2166667,35.8166667
lb,ar ru'ays,Ar Ru'ays,05,,33.85,35.5166667
lb,ar rujmah,Ar Rujmah,05,,33.7833333,35.6166667
lb,ar rumani,Ar Rumani,02,,33.5097222,35.5555556
lb,ar rumaylah,Ar Rumaylah,03,,34.4119444,35.9127778
lb,ar rumaylah,Ar Rumaylah,05,,33.5833333,35.4
lb,ar rumayl,Ar Rumayl,04,,33.9,35.5166667
lb,ar rumayliyah,Ar Rumayliyah,05,,34.05,35.8166667
lb,ar rushaydiyah,Ar Rushaydiyah,02,,33.2361111,35.2155556
lb,ar ruwaymah,Ar Ruwaymah,03,,34.5166667,36.3166667
lb,`arsal,`Arsal,01,,34.1833333,36.4166667
lb,arsouna,Arsouna,03,,34.3833333,36.05
lb,arsoun,Arsoûn,05,,33.8666667,35.6833333
lb,arsun,Arsun,05,,33.8666667,35.6833333
lb,`artez,`Artez,03,,34.2333333,35.75
lb,`artiz,`Artiz,03,,34.2333333,35.75
lb,arzai,Arzaï,02,,33.3333333,35.3
lb,arzoun,Arzoûn,02,,33.2833333,35.3833333
lb,arzun,Arzun,02,,33.2833333,35.3833333
lb,asfourye,Asfouryé,05,,33.85,35.5333333
lb,asfurieyh,Asfurieyh,05,,33.85,35.5333333
lb,`ashash,`Ashash,03,,34.4152778,35.9352778
lb,`ashqut,`Ashqut,05,,33.9833333,35.7
lb,ashrafiyah,Ashrafiyah,04,,33.8833333,35.5166667
lb,ash shabaniyah,Ash Shabaniyah,05,,33.8166667,35.7166667
lb,ash shabbaniyah,Ash Shabbaniyah,05,,33.8166667,35.7166667
lb,ash shabbuq,Ash Shabbuq,05,,33.95,35.75
lb,ash shabraqiyah,Ash Shabraqiyah,01,,33.7833333,35.8666667
lb,ash shaghur,Ash Shaghur,05,,33.8166667,35.7333333
lb,ash shahahir,Ash Shahahir,05,,34.0166667,35.7666667
lb,ash shahharah,Ash Shahharah,05,,33.9333333,35.7333333
lb,ash shahut,Ash Shahut,05,,34.0166667,35.7
lb,ash shalqah,Ash Shalqah,05,,34.1,35.8833333
lb,ash shalut,Ash Shalut,03,,34.3613889,35.9897222
lb,ash sham`ah,Ash Sham`ah,06,,33.1455556,35.2077778
lb,ash shambuq,Ash Shambuq,03,,34.5166667,36.2833333
lb,ash shamikhah,Ash Shamikhah,02,,33.5527778,35.5888889
lb,ash shamis,Ash Shamis,03,,34.4,36.0166667
lb,ash shamis,Ash Shamis,05,,33.6333333,35.45
lb,ash shamsiyah,Ash Shamsiyah,02,,33.4666667,35.3333333
lb,ash shaqduf,Ash Shaqduf,03,,34.5333333,36.1833333
lb,ash shaqif,Ash Shaqif,05,,33.9666667,35.7833333
lb,ash sharafah,Ash Sharafah,05,,34.1166667,35.7666667
lb,ash sha`rah,Ash Sha`rah,05,,34.0166667,35.8166667
lb,ash sharawinah,Ash Sharawinah,01,,34.0166667,36.2
lb,ash sharbinah,Ash Sharbinah,05,,34.1166667,35.85
lb,ash sharbin,Ash Sharbin,01,,34.45,36.3166667
lb,ash sharbin,Ash Sharbin,05,,33.6166667,35.5166667
lb,ash sharifah,Ash Sharifah,03,,34.2333333,35.8
lb,ash sharqiyah,Ash Sharqiyah,04,,33.3986111,35.4222222
lb,ash sharqiyah,Ash Sharqiyah,05,,33.7333333,35.45
lb,ash sharshar,Ash Sharshar,05,,33.85,35.55
lb,ash sharwi,Ash Sharwi,05,,34.15,35.65
lb,ash shattuh,Ash Shattuh,05,,33.9666667,35.7166667
lb,ash shawaliq,Ash Shawaliq,05,,33.6833333,35.5333333
lb,ash shawaya,Ash Shawaya,05,,34.0666667,35.7166667
lb,ash shawi,Ash Shawi,05,,33.9833333,35.75
lb,ash shawiyah,Ash Shawiyah,05,,33.9333333,35.6666667
lb,ash shawmarah,Ash Shawmarah,06,,33.1191667,35.1422222
lb,ash shaykh `abd allah,Ash Shaykh `Abd Allah,03,,34.3652778,35.9969444
lb,ash shaykh `ayyash,Ash Shaykh `Ayyash,03,,34.6333333,36.1
lb,ash shaykh muhammad,Ash Shaykh Muhammad,03,,34.55,36.0833333
lb,ash shaykh taba,Ash Shaykh Taba,03,,34.5333333,36.0833333
lb,ash shaykh zinad,Ash Shaykh Zinad,03,,34.6,35.9833333
lb,ash sh`aytiyah,Ash Sh`aytiyah,02,,33.2,35.2666667
lb,ash shi`b,Ash Shi`b,05,,34.05,35.65
lb,ash shir,Ash Shir,05,,33.9833333,35.6333333
lb,ash shiyah,Ash Shiyah,05,,33.8483333,35.5280556
lb,ash shumaysat,Ash Shumaysat,05,,34.1666667,35.7833333
lb,ash shuwayfat,Ash Shuwayfat,05,,33.8072222,35.5175
lb,ash shuwayr,Ash Shuwayr,05,,33.9111111,35.7086111
lb,aslout,Asloût,03,,34.3263889,35.9611111
lb,asloute,Asloûte,03,,34.3263889,35.9611111
lb,aslut,Aslut,03,,34.3263889,35.9611111
lb,asna,Asna,05,,34.1,35.7666667
lb,asnoun,Asnoûn,03,,34.3875,35.8863889
lb,asnun,Asnun,03,,34.3833333,36.0166667
lb,as sabuniyah,As Sabuniyah,05,,33.6,35.4166667
lb,as sa`diyat,As Sa`diyat,05,,33.7,35.4166667
lb,as safarjalah,As Safarjalah,05,,33.9333333,35.6666667
lb,as safinah,As Safinah,03,,34.5666667,36.15
lb,as safirah,As Safirah,03,,34.4,36.05
lb,as safirih,As Safirih,03,,34.4,36.05
lb,as safra',As Safra',05,,34.0333333,35.6333333
lb,as safrah,As Safrah,01,,33.75,35.8
lb,as safrah,As Safrah,05,,34.0333333,35.6333333
lb,as sahah,As Sahah,02,,33.1166667,35.4333333
lb,as sahlah,As Sahlah,03,,34.6,36.3333333
lb,as sahlah,As Sahlah,05,,34.0,35.7333333
lb,as sahl,As Sahl,05,,33.6833333,35.4166667
lb,as sa`idah,As Sa`idah,01,,34.0333333,36.0833333
lb,assaimoute,Assaïmoute,03,,34.4333333,36.1
lb,as sakakiyah,As Sakakiyah,02,,33.4372222,35.2822222
lb,as saksakiyah,As Saksakiyah,02,,33.4372222,35.2822222
lb,as sala`ah,As Sala`ah,05,,34.0166667,35.7333333
lb,as sala'ikh,As Sala'ikh,05,,34.0166667,35.7833333
lb,as salam,As Salam,04,,33.3763889,35.4888889
lb,as salihani,As Salihani,02,,33.1333333,35.3
lb,as salihiyah,As Salihiyah,06,,33.5602778,35.4225
lb,as sama`iyah,As Sama`iyah,02,,33.2166667,35.2333333
lb,as samqaniyah,As Samqaniyah,05,,33.6833333,35.5833333
lb,as sanawbar,As Sanawbar,03,,34.4166667,36.0833333
lb,as sanawbar,As Sanawbar,05,,34.0666667,35.75
lb,as saqy,As Saqy,05,,33.95,35.8
lb,as sarafand,As Sarafand,02,,33.4491667,35.2980556
lb,as sar,As Sar,05,,34.0666667,35.65
lb,as saraya,As Saraya,04,,33.375,35.4791667
lb,as sarji,As Sarji,05,,34.05,35.6666667
lb,as sar`uniyah,As Sar`uniyah,06,,33.5783333,35.435
lb,as sawaqi,As Sawaqi,03,,34.33,36.0091667
lb,as sawirah,As Sawirah,01,,33.6833333,35.9166667
lb,as sawma`ah,As Sawma`ah,05,,34.0333333,35.7166667
lb,as sawwanah,As Sawwanah,02,,33.2322222,35.4416667
lb,as sawwanah,As Sawwanah,05,,33.9833333,35.7333333
lb,as sawwani,As Sawwani,02,,33.2322222,35.4416667
lb,as sawwanih,As Sawwanih,02,,33.2322222,35.4416667
lb,as sayfi,As Sayfi,04,,33.9,35.5
lb,as sayyid,As Sayyid,03,,34.5,36.1
lb,assia,Assia,03,,34.2166667,35.7833333
lb,as siddiqin,As Siddiqin,02,,33.1902778,35.3091667
lb,as siffi,As Siffi,05,,33.7333333,35.6833333
lb,as sifri,As Sifri,01,,33.9166667,36.0666667
lb,as sindiyanah,As Sindiyanah,05,,33.8333333,35.5833333
lb,as sirah,As Sirah,03,,34.2166667,35.85
lb,as siyahah,As Siyahah,02,,33.1833333,35.2166667
lb,assouba,Assoûba,03,,34.2333333,35.9166667
lb,assoun,Assoun,03,,34.3833333,36.0166667
lb,as subayyil,As Subayyil,03,,34.1833333,35.75
lb,as sufaylah,As Sufaylah,05,,33.8833333,35.6666667
lb,as suhaylah,As Suhaylah,05,,33.95,35.65
lb,as suhum,As Suhum,05,,33.9833333,35.7833333
lb,as sulayyib,As Sulayyib,02,,33.3,35.6166667
lb,as sulayyib,As Sulayyib,05,,34.1833333,35.7
lb,as sultaniyah,As Sultaniyah,02,,33.2041667,35.4069444
lb,as sultan ya`qub,As Sultan Ya`qub,01,,33.6425,35.8613889
lb,as sultan ya`qub at tahta,As Sultan Ya`qub at Tahta,01,,33.65,35.85
lb,as summaaiyah,As Summaaiyah,03,,34.6333333,36.0
lb,as surayj,As Surayj,01,,33.8,35.8166667
lb,as surayj,As Surayj,05,,34.0666667,35.75
lb,as surayri,As Surayri,01,,33.4333333,35.6333333
lb,as sutuh,As Sutuh,03,,34.2666667,35.6666667
lb,as suwaydah,As Suwaydah,05,,33.85,35.6
lb,as suwaydiyah,As Suwaydiyah,01,,34.4,36.2333333
lb,as suwaysah,As Suwaysah,03,,34.55,36.1166667
lb,as suwaysih,As Suwaysih,03,,34.55,36.1166667
lb,`asun,`Asun,03,,34.3833333,36.0166667
lb,aswaq as safsaf,Aswaq as Safsaf,05,,33.8833333,35.8166667
lb,asya,Asya,03,,34.2166667,35.7833333
lb,ath thamiriyah,Ath Thamiriyah,02,,33.2402778,35.4555556
lb,`atreen,`Atreen,05,,33.6666667,35.5666667
lb,at tallah,At Tallah,03,,34.5,35.95
lb,at tallah,At Tallah,05,,33.9833333,35.7666667
lb,at ta`mir,At Ta`mir,05,,33.6,35.3833333
lb,at tarbi`ah,At Tarbi`ah,03,,34.4333333,35.8333333
lb,at taru`,At Taru`,05,,34.0166667,35.6833333
lb,at tawari`,At Tawari`,05,,33.9666667,35.7333333
lb,at taybah,At Taybah,02,,33.2755556,35.5216667
lb,at tayri,At Tayri,02,,33.1397222,35.4022222
lb,at tayyibah,At Tayyibah,01,,33.95,36.1666667
lb,at tayyibah,At Tayyibah,02,,33.2755556,35.5216667
lb,at tiri,At Tiri,02,,33.1397222,35.4022222
lb,at tulayl,At Tulayl,03,,34.6,36.15
lb,at tut,At Tut,05,,33.9666667,35.7666667
lb,at tuwayri,At Tuwayri,02,,33.2666667,35.4166667
lb,at tuwaytah,At Tuwaytah,01,,33.8666667,35.85
lb,at tuwaytah,At Tuwaytah,05,,33.7833333,35.7166667
lb,`awkar,`Awkar,05,,33.9333333,35.6
lb,`awrah,`Awrah,03,,34.2333333,35.8
lb,ay`at,Ay`at,01,,34.0333333,36.1666667
lb,`aydamun,`Aydamun,03,,34.6,36.2833333
lb,`aydamun,`Aydamun,05,,34.15,35.65
lb,`ayha,`Ayha,01,,33.4997222,35.8733333
lb,ayhah,Ayhah,01,,33.4997222,35.8733333
lb,`ayishiyah,`Ayishiyah,02,,33.4097222,35.5597222
lb,`aylut,`Aylut,05,,33.8666667,35.5833333
lb,`aymar,`Aymar,03,,34.35,35.9666667
lb,`aynab,`Aynab,05,,33.7666667,35.55
lb,`ayn ad dayr,`Ayn ad Dayr,05,,34.1166667,35.7833333
lb,`ayn ad dib,`Ayn ad Dib,06,,33.5416667,35.4052778
lb,`ayn ad dilbah,`Ayn ad Dilbah,05,,34.0833333,35.7666667
lb,`ayn ad dubb,`Ayn ad Dubb,05,,34.15,35.9333333
lb,`ayn ad dulbah,`Ayn ad Dulbah,05,,34.0333333,35.7666667
lb,`ayn ad dulb,`Ayn ad Dulb,06,,33.5416667,35.4052778
lb,`ayn ahilah,`Ayn Ahilah,01,,34.1333333,36.2833333
lb,`ayn al `alaq,`Ayn al `Alaq,05,,33.9166667,35.6666667
lb,`ayn al asad,`Ayn al Asad,05,,33.65,35.45
lb,`ayn al balat,`Ayn al Balat,03,,34.1833333,35.8833333
lb,`ayn al baridah,`Ayn al Baridah,05,,34.0333333,35.7666667
lb,`ayn al batiyah,`Ayn al Batiyah,03,,34.1833333,35.9333333
lb,`ayn al batrak,`Ayn al Batrak,05,,34.1333333,35.85
lb,`ayn al bunayyah,`Ayn al Bunayyah,01,,33.9,36.2166667
lb,`ayn al fawwar,`Ayn al Fawwar,03,,34.5,35.9833333
lb,`ayn al furaydis,`Ayn al Furaydis,05,,33.7833333,35.6166667
lb,`ayn al ghamiqah,`Ayn al Ghamiqah,01,,33.8333333,35.8166667
lb,`ayn al halazun,`Ayn al Halazun,05,,33.7666667,35.6333333
lb,`ayn al hanut,`Ayn al Hanut,05,,34.0666667,35.7333333
lb,`ayn al hawr,`Ayn al Hawr,05,,33.65,35.4833333
lb,`ayn al hulwah,`Ayn al Hulwah,02,,33.55,35.3666667
lb,`ayn al jadidah,`Ayn al Jadidah,05,,33.8,35.6333333
lb,`ayn al janah,`Ayn al Janah,04,,33.8666667,35.4833333
lb,`ayn al jawzah,`Ayn al Jawzah,01,,33.8333333,36.3
lb,`ayn al jurn,`Ayn al Jurn,05,,33.9166667,35.6833333
lb,`ayn al kharrubah,`Ayn al Kharrubah,05,,33.9333333,35.7
lb,`ayn al labwah,`Ayn al Labwah,01,,33.5166667,35.8222222
lb,`ayn al marj,`Ayn al Marj,05,,33.7833333,35.6166667
lb,`ayn al mintinah,`Ayn al Mintinah,02,,33.4083333,35.6708333
lb,`ayn al mir,`Ayn al Mir,06,,33.5361111,35.4611111
lb,`ayn al mu`aysirah,`Ayn al Mu`aysirah,05,,33.9,35.7166667
lb,`ayn al muhnaydah,`Ayn al Muhnaydah,05,,33.85,35.6833333
lb,`ayn al muraysa,`Ayn al Muraysá,04,,33.9,35.4833333
lb,`ayn al muraysi,`Ayn al Muraysi,04,,33.9,35.4833333
lb,`ayn al qabu,`Ayn al Qabu,02,,33.9333333,35.7666667
lb,`ayn al qabw,`Ayn al Qabw,02,,33.9333333,35.7666667
lb,`ayn al qadah,`Ayn al Qadah,05,,34.05,35.8
lb,`ayn an nasb,`Ayn an Nasb,05,,33.95,35.7666667
lb,`ayn `arab,`Ayn `Arab,01,,33.5763889,35.8708333
lb,`ayn `ar,`Ayn `Ar,05,,33.9166667,35.65
lb,`ayn ar rahah,`Ayn ar Rahah,03,,34.2166667,35.9
lb,`ayn ar rayhanah,`Ayn ar Rayhanah,05,,33.9166667,35.6833333
lb,`ayn ar rummanah,`Ayn ar Rummanah,05,,33.8,35.5833333
lb,`ayn as safsaf,`Ayn as Safsaf,05,,33.9,35.7333333
lb,`ayn as salib,`Ayn as Salib,05,,34.15,35.8666667
lb,`ayn as salihiyah,`Ayn as Salihiyah,05,,34.0833333,35.7166667
lb,`ayn as sihhah,`Ayn as Sihhah,05,,33.8333333,35.75
lb,`ayn as sindiyanah,`Ayn as Sindiyanah,05,,33.9166667,35.7166667
lb,`ayn as sughayrah,`Ayn as Sughayrah,05,,34.0333333,35.6333333
lb,`ayn `ata,`Ayn `Ata,01,,33.4338889,35.7788889
lb,`aynata,`Aynata,01,,34.1833333,36.0833333
lb,`aynata,`Aynata,02,,33.1333333,35.4333333
lb,`aynat,`Aynat,01,,34.1833333,36.0833333
lb,`aynat,`Aynat,05,,34.1166667,35.6666667
lb,`ayn at tannur,`Ayn at Tannur,05,,34.0166667,35.7833333
lb,`ayn at tinah,`Ayn at Tinah,01,,33.5019444,35.6408333
lb,`ayn at tinah,`Ayn at Tinah,03,,34.4,36.05
lb,`ayn at tuffahah,`Ayn at Tuffahah,05,,33.9333333,35.7333333
lb,`ayn at tughra',`Ayn at Tughra',02,,33.5416667,35.5625
lb,`ayn az zayt,`Ayn az Zayt,03,,34.6,36.1833333
lb,`ayn az zaytunah,`Ayn az Zaytunah,05,,33.9,35.75
lb,`ayn ba`al,`Ayn Ba`al,02,,33.2308333,35.2694444
lb,`ayn b`al,`Ayn B`al,02,,33.2308333,35.2694444
lb,`ayn balit,`Ayn Balit,05,,33.8666667,35.7833333
lb,`ayn barq,`Ayn Barq,05,,34.0166667,35.8333333
lb,`ayn bunaya,`Ayn Bunaya,01,,33.9,36.2166667
lb,`ayn burday,`Ayn Burday,01,,33.9833333,36.2
lb,`ayn darah,`Ayn Darah,05,,33.7802778,35.7255556
lb,`ayn drafil,`Ayn Drafil,05,,33.75,35.5
lb,`ayn fawrayn,`Ayn Fawrayn,03,,34.2858333,35.9544444
lb,`ayn hammana,`Ayn Hammana,05,,33.7666667,35.55
lb,`ayn hirchih,`Ayn Hirchih,01,,33.4552778,35.7805556
lb,`ayn hirshah,`Ayn Hirshah,01,,33.4552778,35.7805556
lb,`ayn ibil,`Ayn Ibil,02,,33.1113889,35.4038889
lb,`ayn `ikrin,`Ayn `Ikrin,03,,34.285,35.8477778
lb,`ayn iskandar,`Ayn Iskandar,03,,34.1666667,35.9
lb,`ayn jarfa,`Ayn Jarfa,02,,33.3805556,35.6805556
lb,`ayn jurayn,`Ayn Jurayn,05,,34.0833333,35.7666667
lb,`ayn jwayya,`Ayn Jwayya,05,,34.05,35.7333333
lb,`ayn kafra,`Ayn Kafra,05,,33.8666667,35.6
lb,`ayn kafr zabad,`Ayn Kafr Zabad,01,,33.7833333,36.0
lb,`ayn kfa`,`Ayn Kfa`,05,,34.1833333,35.7
lb,`ayn ksur,`Ayn Ksur,05,,33.75,35.5333333
lb,`ayn kusur,`Ayn Kusur,05,,33.75,35.5333333
lb,`ayn majdalayn,`Ayn Majdalayn,02,,33.5222222,35.6055556
lb,`ayn muwaffaq,`Ayn Muwaffaq,05,,33.8166667,35.65
lb,`ayn najm,`Ayn Najm,05,,33.8666667,35.5833333
lb,`ayn `nub,`Ayn `Nub,05,,33.7833333,35.5333333
lb,`ayn qana,`Ayn Qana,02,,33.4736111,35.5125
lb,`ayn qaniyah,`Ayn Qaniyah,02,,33.4,35.7097222
lb,`ayn qaniyah,`Ayn Qaniyah,05,,33.65,35.6166667
lb,`ayn qarah,`Ayn Qarah,05,,34.1166667,35.8666667
lb,`ayn qinya,`Ayn Qinya,02,,33.4,35.7097222
lb,`ayn qinyah,`Ayn Qinyah,02,,33.4,35.7097222
lb,`ayn qulay`ah,`Ayn Qulay`ah,05,,33.8833333,35.8166667
lb,`ayn sa`adah,`Ayn Sa`adah,05,,33.8666667,35.6
lb,`ayn sawfar,`Ayn Sawfar,05,,33.8025,35.7016667
lb,`ayn tanit,`Ayn Tanit,01,,33.5613889,35.6691667
lb,`ayn tanta,`Ayn Tanta,02,,33.4125,35.7236111
lb,`ayn tanta,`Ayn Tanta,03,,34.5833333,36.1833333
lb,`ayn tiraz,`Ayn Tiraz,05,,33.7333333,35.5833333
lb,`ayn traz,`Ayn Traz,05,,33.7333333,35.5833333
lb,`aynturah,`Aynturah,02,,33.8858333,35.7747222
lb,`aynturah,`Aynturah,05,,33.95,35.6333333
lb,`aynturin,`Aynturin,03,,34.2858333,35.9544444
lb,`ayn `unub,`Ayn `Unub,05,,33.7833333,35.5333333
lb,`ayn waraqah,`Ayn Waraqah,05,,33.9833333,35.6666667
lb,`ayn wzayn,`Ayn Wzayn,05,,33.6833333,35.6166667
lb,`ayn ya`qub,`Ayn Ya`qub,03,,34.5166667,36.2
lb,`ayn zahalta,`Ayn Zahalta,05,,33.7333333,35.7
lb,`ayn zahaltah,`Ayn Zahaltah,05,,33.7333333,35.7
lb,`ayn zaytun,`Ayn Zaytun,02,,33.55,35.3666667
lb,`ayn zhalta,`Ayn Zhalta,05,,33.7333333,35.7
lb,`ayn zibdah,`Ayn Zibdah,01,,33.6227778,35.7025
lb,`ayn zubdah,`Ayn Zubdah,01,,33.6227778,35.7025
lb,ayoum,Ayoum,03,,34.4166667,35.9333333
lb,ayoum er raazlane,Ayoum er Raazlane,03,,34.4666667,36.0166667
lb,ayoun ar'rhouch,Ayoun Ar'rhouch,01,,34.2666667,36.1333333
lb,`ayshiyah,`Ayshiyah,02,,33.4097222,35.5597222
lb,`ayta al fukhkhar,`Ayta al Fukhkhar,01,,33.6333333,35.9
lb,`ayta ash sha`b,`Ayta ash Sha`b,02,,33.0972222,35.3344444
lb,`ayta az zutt,`Ayta az Zutt,02,,33.1736111,35.4083333
lb,`aytah al fakhkhar,`Aytah al Fakhkhar,01,,33.6333333,35.9
lb,`aytah,`Aytah,01,,33.8166667,36.0333333
lb,`aytah az zut,`Aytah az Zut,02,,33.1736111,35.4083333
lb,`aytanit,`Aytanit,01,,33.5613889,35.6691667
lb,`aytarun,`Aytarun,02,,33.1155556,35.4722222
lb,`aytat,`Aytat,05,,33.7833333,35.55
lb,`aytazut,`Aytazut,02,,33.1736111,35.4083333
lb,`aytit,`Aytit,02,,33.2333333,35.3
lb,aytu,Aytu,03,,34.3086111,35.9197222
lb,`azibah at tahta,`Azibah at Tahta,02,,33.5541667,35.5944444
lb,azi§ zi§ahir,AzÌ§ ZÌ§ahir,03,,34.4833333,36.1833333
lb,azi§ zi§alil,AzÌ§ ZÌ§alil,05,,34.0333333,35.7166667
lb,azounie,Azounié,05,,33.7666667,35.7
lb,`azour,`Azour,02,,33.5597222,35.5361111
lb,`azqa,`Azqa,03,,34.4333333,35.9833333
lb,`azqah,`Azqah,03,,34.4333333,35.9833333
lb,`azqay,`Azqay,03,,34.4333333,35.9833333
lb,`azr kafrtayh,`Azr Kafrtayh,05,,33.95,35.7666667
lb,`azur,`Azur,02,,33.5597222,35.5361111
lb,az zakrur,Az Zakrur,05,,34.15,35.7833333
lb,az zalqa',Az Zalqa',05,,33.9,35.5833333
lb,az zara'ib,Az Zara'ib,01,,34.1,36.05
lb,az zarariyah,Az Zarariyah,02,,33.3438889,35.3344444
lb,az zarazir,Az Zarazir,01,,34.15,36.1166667
lb,az zaririyah,Az Zaririyah,02,,33.3438889,35.3344444
lb,az zarub,Az Zarub,01,,33.5833333,35.8166667
lb,az zawarib,Az Zawarib,03,,34.5333333,36.0666667
lb,az zaytarah,Az Zaytarah,05,,34.0666667,35.7
lb,az zaytuniyah,Az Zaytuniyah,05,,33.6,35.5166667
lb,az zhit,Az Zhit,05,,33.7333333,35.45
lb,az zirah,Az Zirah,01,,34.2333333,36.35
lb,az zirah,Az Zirah,03,,34.2333333,35.8333333
lb,az zirah,Az Zirah,05,,33.9833333,35.7833333
lb,`azziyah,`Azziyah,02,,33.1833333,35.2333333
lb,azziye,Azziyé,02,,33.1833333,35.2333333
lb,az zrariyah,Az Zrariyah,02,,33.3438889,35.3344444
lb,az zu`aytirah,Az Zu`aytirah,05,,34.0666667,35.7
lb,az zu`aytiriyah,Az Zu`aytiriyah,05,,34.0166667,35.6666667
lb,az zuhayriyah,Az Zuhayriyah,02,,33.2166667,35.2166667
lb,az zullayqat,Az Zullayqat,05,,34.0166667,35.6833333
lb,az zuq,Az Zuq,03,,34.55,36.0833333
lb,az zu`rurah,Az Zu`rurah,01,,33.8166667,35.8666667
lb,az zu`ruriyah,Az Zu`ruriyah,05,,33.6166667,35.5166667
lb,baabda,Baabda,05,,33.8333333,35.5333333
lb,baabdate,Baabdâte,05,,33.8911111,35.6725
lb,baadarane,Baadarâne,05,,33.6333333,35.6166667
lb,baafta,Baafta,03,,34.4333333,36.05
lb,baaklin,Baaklin,05,,33.6738889,35.5566667
lb,baakline,Baakline,05,,33.6738889,35.5566667
lb,ba`albak,Ba`albak,01,,34.0,36.2
lb,baalbeck,Baalbeck,01,,34.0,36.2
lb,baalbek,Baalbek,01,,34.0,36.2
lb,baalchmay,Baalchmay,05,,33.8166667,35.6333333
lb,baalchmaye,Baalchmâyé,05,,33.8166667,35.6333333
lb,baalchmay ej jdide,Baalchmay ej Jdîdé,05,,33.8166667,35.65
lb,baal-en-naame,Baal-en-Nâamé,05,,33.75,35.45
lb,baal-enn-naame,Baal-enn-Nâamé,05,,33.75,35.45
lb,baaloul,Baaloûl,01,,33.5894444,35.7491667
lb,baaouarta,Baaouarta,05,,33.7333333,35.5
lb,baaouarte,Baaouarté,05,,33.7333333,35.5
lb,ba`aqlin,Ba`aqlin,05,,33.6738889,35.5566667
lb,baaqline,Baaqlîne,05,,33.6738889,35.5566667
lb,baaqoun,Baaqoûn,05,,33.6833333,35.4666667
lb,baaqoun el lahbiye,Baaqoun el Lahbiyé,05,,33.7,35.4666667
lb,baassir,Baassîr,05,,33.6666667,35.4333333
lb,baatara,Baatâra,05,,34.15,35.8666667
lb,baazqoun,Baazqoûn,03,,34.3816667,35.9461111
lb,bab al mira`,Bab al Mira`,01,,33.5830556,35.6797222
lb,bab ar rujm,Bab ar Rujm,05,,33.7333333,35.55
lb,b`abda,B`abda,05,,33.8333333,35.5333333
lb,b`abdat,B`abdat,05,,33.8911111,35.6725
lb, bab el ahmar, Bâb el Ahmar,01,,33.5291667,35.825
