ngchiang,Lungchiang,04,,23.3997222,120.1744444
ua,kolkhoznoye,Kolkhoznoye,20,,44.476932,33.884029
ua,kolkhoznyy,Kolkhoznyy,07,,49.468056,37.686111
ua,kolkhozovka,Kolkhozovka,04,,48.666667,34.7
ua,kolkhoz pravda,Kolkhoz Pravda,17,,47.905405,29.349856
ua,kolkhoz shlyakh do kommunizma,Kolkhoz Shlyakh do Kommunizma,17,,47.333333,29.95
ua,kolkhoz timotinovka,Kolkhoz Timotinovka,17,,47.639167,29.565833
ua,kolkhoz volya,Kolkhoz Volya,17,,47.922778,29.344722
ua,kolki,Kolki,09,,49.792396,26.602817
ua,kolki,Kolki,19,,51.588995,26.620193
ua,kolki,Kolki,24,,51.100806,25.668446
ua,kolki,Kolki,27,,50.005606,28.070783
ua,kolky,Kolky,19,,51.588995,26.620193
ua,kollektivist,Kollektivist,17,,47.306579,29.463976
ua,kolmazovo,Kolmazovo,10,,48.181025,30.864076
ua,kolmisika,Kolmisika,14,,49.4575,37.970556
ua,kolobatino,Kolobatino,16,,46.848033,31.504048
ua,kolocava,Kolocava,25,,48.42851,23.695902
ua,kolochava,Kolochava,25,4839,48.42851,23.695902
ua,kolo chyrowa,Kolo Chyrowa,15,,49.533316,22.852363
ua,kolodenka,Kolodenka,19,3052,50.585608,26.316012
ua,kolodenka,Kolodenka,23,,48.518366,28.723993
ua,kolodenka,Kolodenka,27,,50.434282,27.491051
ua,kolodentse,Kolodentse,15,,50.008167,24.26554
ua,kolodeyevka,Kolodeyevka,06,,48.970062,24.771792
ua,kolodeyevka,Kolodeyevka,22,,49.473847,25.913391
ua,kolodezhe,Kolodezhe,24,,50.508058,25.10376
ua,kolodezh,Kolodezh,24,,50.508058,25.10376
ua,kolodezhno,Kolodezhno,24,,51.181234,24.797898
ua,kolodezhno,Kolodezhno,27,,50.067639,27.697758
ua,kolodezi,Kolodezi,05,,49.08441,37.885468
ua,kolodeznoye,Kolodeznoye,07,,50.012467,37.685138
ua,kolodeznoye,Kolodeznoye,11,,45.022208,33.831839
ua,kolodezny,Kolodezny,04,,47.933333,34.65
ua,kolodezny,Kolodezny,18,,49.211792,34.06795
ua,kolodeznyye,Kolodeznyye,18,,49.211792,34.06795
ua,kolodeznyy,Kolodeznyy,04,,47.933333,34.65
ua,kolodistoye,Kolodistoye,01,,48.492064,30.114527
ua,kolodiyevka,Kolodiyevka,09,,48.614923,26.919822
ua,kolodiyevka,Kolodiyevka,22,,49.473847,25.913391
ua,kolodiyevka,Kolodiyevka,27,,50.380456,28.377716
ua,kolodiyivka,Kolodiyivka,22,,49.473847,25.913391
ua,kolodne,Kolodne,25,,48.16498,23.599553
ua,kolodnitsa,Kolodnitsa,24,,51.239702,24.758427
ua,kolodno,Kolodno,22,,49.756559,25.719039
ua,kolodnoselishche,KolodnoSelishche,22,,49.756559,25.719039
ua,kolodnoselyshche,KolodnoSelyshche,22,,49.756559,25.719039
ua,kolodnoye,Kolodnoye,22,,49.756559,25.719039
ua,kolodnoye,Kolodnoye,25,,48.16498,23.599553
ua,kolodnyy,Kolodnyy,07,,49.893333,37.815556
ua,kolodrobka,Kolodrobka,22,,48.635641,26.021848
ua,kolodrubka,Kolodrubka,22,,48.635641,26.021848
ua,kolodruby,Kolodruby,15,,49.506518,23.799084
ua,kolodya,Kolodya,24,,51.36209,25.81352
ua,kolodyanka,Kolodyanka,27,,50.434282,27.491051
ua,kolodyazhnoye,Kolodyazhnoye,07,,50.012467,37.685138
ua,kolodyazhnoye,Kolodyazhnoye,18,,49.211792,34.06795
ua,kolodyazhnoye,Kolodyazhnoye,27,,50.067639,27.697758
ua,kolodyazi,Kolodyazi,05,,49.08441,37.885468
ua,kolodyazne,Kolodyazne,07,,50.012467,37.685138
ua,kolodyazne,Kolodyazne,11,,45.022208,33.831839
ua,kolodzeiovka,Kolodzeiovka,22,,49.473847,25.913391
ua,kolodzeyuvka,Kolodzeyuvka,06,,48.970062,24.771792
ua,kolodzeyuvka,Kolodzeyuvka,22,,49.473847,25.913391
ua,kolodzeyuv,Kolodzeyuv,06,,49.166667,24.55
ua,kolodziejowka,Kolodziejowka,22,,49.473847,25.913391
ua,kologory,Kologory,15,,49.560579,24.276276
ua,kolokolin,Kolokolin,06,,49.305763,24.494236
ua,kolokuchka,Kolokuchka,03,,48.305463,25.914306
ua,kolomak,Kolomak,07,3712,49.839865,35.304415
ua,kolomarinka,Kolomarinka,09,,49.677758,27.057434
ua,kolomea,Kolomea,06,,48.531152,25.036487
ua,kolomeaost,KolomeaOst,06,,48.531152,25.036487
ua,kolomenske,Kolomenske,11,,45.29928,34.918161
ua,kolomeytsevka,Kolomeytsevka,18,,49.450723,33.179685
ua,kolomgeytsy,Kolomgeytsy,04,,47.965469,36.344968
ua,kolomichikha,Kolomichikha,14,,49.4575,37.970556
ua,kolomikhalivka,KoloMikhalivka,23,,49.316667,28.483333
ua,kolomiychikha,Kolomiychikha,14,,49.4575,37.970556
ua,kolomiytsev,Kolomiytsev,05,,47.788611,38.111389
ua,kolomiytsy,Kolomiytsy,01,,50.070748,32.175526
ua,kolomiytsy,Kolomiytsy,04,,47.965469,36.344968
ua,kolomlya,Kolomlya,09,,50.334809,26.755207
ua,kolomychikha,Kolomychikha,14,,49.4575,37.970556
ua,kolomyja,Kolomyja,06,,48.531152,25.036487
ua,kolomyya,Kolomyya,06,61780,48.531152,25.036487
ua,kolomyychikha,Kolomyychikha,14,,49.4575,37.970556
ua,kolonia aleksandrowka,Kolonia Aleksandrówka,24,,50.8,24.733333
ua,kolonia anusin,Kolonia Anusin,24,,50.9,24.316667
ua,kolonia hoptivka,Kolonia Hoptivka,07,,50.281612,36.238751
ua,kolonia jeziorki,Kolonia Jeziorki,24,,50.4,24.966667
ua,kolonia karczunek,Kolonia Karczunek,24,,50.916667,24.166667
ua,kolonia khutir stepy,Kolonia Khutir Stepy,07,,49.383333,37.85
ua,kolonia lukowicze,Kolonia Lukowicze,24,,50.733333,24.483333
ua,kolonia marcelowka,Kolonia Marcelówka,24,,50.895748,24.397243
ua,kolonia nowyraczyn,Kolonia NowyRaczyn,24,,50.583333,24.733333
ua,kolonia oktawin,Kolonia Oktawin,24,,50.757699,24.268542
ua,kolonia przebrodz,Kolonia Przebrodz,24,,50.9,25.55
ua,kolonia raczyn nowy,Kolonia Raczyn Nowy,24,,50.583333,24.733333
ua,kolonia somaki,Kolonia Somaki,24,,51.333333,24.35
ua,kolonia stezarzyce,Kolonia Stezarzyce,24,,50.925894,24.140573
ua,kolonia swojczow,Kolonia Swojczów,24,,50.872131,24.547745
ua,kolonia wielkie,Kolonia Wielkie,24,,50.983333,24.416667
ua,kolonia wierzbiczno,Kolonia Wierzbiczno,24,,50.966667,24.6
ua,kolonia wierzbiczno pierwsze,Kolonia Wierzbiczno Pierwsze,24,,50.966667,24.6
ua,kolonia wiktorowka,Kolonia Wiktorówka,24,,50.966667,24.833333
ua,kolonitsa,Kolonitsa,15,,50.073332,23.3168
ua,koloniya alchin,Koloniya Alchin,11,,45.161943,35.984906
ua,koloniya aleksandrovka,Koloniya Aleksandrovka,08,,47.216667,33.733333
ua,koloniya aleksandrovka,Koloniya Aleksandrovka,27,,50.617311,28.079418
ua,koloniya aleksandruvka,Koloniya Aleksandruvka,19,,50.733333,26.216667
ua,koloniya antonuvka,Koloniya Antonuvka,19,,51.314898,26.301
ua,koloniya artsyzovka,Koloniya Artsyzovka,27,,50.583333,28.183333
ua,koloniya artynsk,Koloniya Artynsk,27,,51.255181,27.743466
ua,koloniya bober,Koloniya Bobër,13,,51.166667,29.533333
ua,koloniya bobrichi,Koloniya Bobrichi,27,,51.183333,28.333333
ua,koloniya bogachevka,Koloniya Bogachëvka,16,,48,30.516667
ua,koloniya bolgarskaya,Koloniya Bolgarskaya,11,,45.021332,35.072148
ua,koloniya boruvka,Koloniya Boruvka,19,,50.833333,26.166667
ua,koloniya budy,Koloniya Budy,24,,51.033333,24.833333
ua,koloniya byala,Koloniya Byala,15,,50.1,23.666667
ua,koloniya bzhezina,Koloniya Bzhezina,22,,48.883333,25.166667
ua,koloniya dembyanka,Koloniya Dembyanka,15,,49.7,23.8
ua,koloniya dmitrovka,Koloniya Dmitrovka,26,,47.8,35.366667
ua,koloniya emilin,Koloniya Emilin,27,,50.683333,28.75
ua,koloniya engelsa,Koloniya Engelsa,14,,48.403333,39.397222
ua,koloniya galoche,Koloniya Galoche,17,,47.519301,29.358936
ua,koloniya galy,Koloniya Galy,19,,51.266667,26.133333
ua,koloniya gertsenberg,Koloniya Gertsenberg,11,,45.028575,35.318113
ua,koloniya glinsk,Koloniya Glinsk,19,,50.50167,26.15181
ua,koloniya golodnitsa,Koloniya Golodnitsa,24,,51.05,25.7
ua,koloniya grital,Koloniya Grital,27,,50.6,28.166667
ua,koloniya gromokley,Koloniya Gromokley,10,,47.891356,32.329131
ua,koloniya guyche,Koloniya Guyche,15,,50.253211,23.776372
ua,koloniya ist,Koloniya Ist,19,,51.266667,26.483333
ua,koloniya ivanovskaya,Koloniya Ivanovskaya,05,,48.73916,36.836238
ua,koloniya karchunek,Koloniya Karchunek,24,,50.916667,24.166667
ua,koloniya knyagininek,Koloniya Knyagininek,24,,50.8,25.266667
ua,koloniya,Koloniya,07,,49.170556,36.046111
ua,koloniya,Koloniya,17,,47.226352,31.097225
ua,koloniya,Koloniya,19,,51.12478,26.323949
ua,koloniya kopachuvka,Koloniya Kopachuvka,19,,51.366667,26.266667
ua,koloniya korolevka,Koloniya Korolëvka,27,,51.083333,29.2
ua,koloniya koshelevka,Koloniya Koshelevka,27,,50.544491,28.282686
ua,koloniya koshishche,Koloniya Koshishche,24,,51.1,25.833333
ua,koloniya kozye,Koloniya Kozye,24,,51.05,26.066667
ua,koloniya krasiluv cheshski,Koloniya Krasiluv Cheshski,19,,50.566667,26.266667
ua,koloniya kremyanka,Koloniya Kremyanka,27,,50.667522,28.0502
ua,koloniya kudryanka,Koloniya Kudryanka,19,,50.8,26.716667
ua,koloniya lekert,Koloniya Lekert,04,,47.766,33.497859
ua,koloniya lesnyaki,Koloniya Lesnyaki,24,,51.333333,24.35
ua,koloniya lipovka,Koloniya Lipovka,09,,50.235466,27.55555
ua,koloniya liski,Koloniya Liski,27,,50.596768,28.354926
ua,koloniya lisovka,Koloniya Lisovka,05,,48.098231,37.363145
ua,koloniya luka,Koloniya Luka,19,,51.619295,26.056409
ua,koloniya lukoviche,Koloniya Lukoviche,24,,50.733333,24.483333
ua,koloniya lyady,Koloniya Lyady,19,,51.116667,26.166667
ua,koloniya lyudvikovka,Koloniya Lyudvikovka,27,,50.238775,27.972338
ua,koloniya lyuksemburg,Koloniya Lyuksemburg,05,,48.45,37.25
ua,koloniya marinovka,Koloniya Marinovka,05,,48.181262,37.346534
ua,koloniya martselyuvka,Koloniya Martselyuvka,24,,50.895748,24.397243
ua,koloniya maryanovka,Koloniya Maryanovka,05,,47.884462,37.851639
ua,koloniya maryanovka,Koloniya Maryanovka,27,,50.136572,29.369615
ua,koloniya mar"yanuvka,Koloniya Mar"yanuvka,24,,50.583333,24.783333
ua,koloniya maryanuvka,Koloniya Maryanuvka,24,,51.024183,25.678482
ua,koloniya maydan,Koloniya Maydan,24,,51.033333,24.866667
ua,koloniya maydan komarovski,Koloniya Maydan Komarovski,24,,51.166667,25.666667
ua,koloniya mezhevaya,Koloniya Mezhevaya,04,,48.256306,36.733218
ua,koloniya mikhalyuvka,Koloniya Mikhalyuvka,19,,50.679138,26.081045
ua,koloniya mikhaylovka,Koloniya Mikhaylovka,05,,48.146764,37.362431
ua,koloniya mikhaylovka,Koloniya Mikhaylovka,09,,50.242259,26.536365
ua,koloniya mikhaylovka,Koloniya Mikhaylovka,27,,50.235967,28.416264
ua,koloniya mikolayuvka,Koloniya Mikolayuvka,24,,51,25.4
ua,koloniya muravnya,Koloniya Muravnya,27,,50.489843,27.945789
ua,koloniya mydzk,Koloniya Mydzk,19,,51.05,26.15
ua,koloniya nova donbrova,Koloniya Nova Donbrova,24,,51.05,24.916667
ua,koloniya nova pavluvka,Koloniya Nova Pavluvka,19,,50.75,26.216667
ua,koloniya nove aleksandrovske,Koloniya Nove Aleksandrovske,19,,51.784066,26.260604
ua,koloniya novodantsig,Koloniya NovoDantsig,16,,47.194066,32.262027
ua,koloniya novoyelenovka,Koloniya NovoYelenovka,26,,47.766667,35.366667
ua,koloniya novy rachin,Koloniya Novy Rachin,24,,50.583333,24.733333
ua,koloniya oleshkoviche,Koloniya Oleshkoviche,24,,50.930048,25.393913
ua,koloniya olizarka,Koloniya Olizarka,19,,51.35,25.983333
ua,koloniya olkhuvka,Koloniya Olkhuvka,19,,50.85,26.133333
ua,koloniya osovik,Koloniya Osovik,19,,51.4,26.116667
ua,koloniya ostruvka,Koloniya Ostruvka,19,,51.2,26.15
ua,koloniya osy brud,Koloniya Osy Brud,19,,51.233333,26.016667
ua,koloniya ozerany,Koloniya Ozerany,19,,50.467278,26.032238
ua,koloniya ozhguv,Koloniya Ozhguv,19,,51.1,26.016667
ua,koloniya pochta rudnya,Koloniya Pochta Rudnya,27,,50.416667,28.216667
ua,koloniya pokosy,Koloniya Pokosy,19,,50.566667,26.083333
ua,koloniya poliyanovka,Koloniya Poliyanovka,27,,50.566733,27.986292
ua,koloniya poltavka,Koloniya Poltavka,16,,47.550053,32.502855
ua,koloniya polyany,Koloniya Polyany,19,,51.1,26.116667
ua,koloniya porada,Koloniya Porada,19,,51.383333,26.183333
ua,koloniya porosl,Koloniya Porosl,19,,51.333333,26.2
ua,koloniya pukhova,Koloniya Pukhova,19,,50.740034,26.385338
ua,koloniya pulbeda,Koloniya Pulbeda,19,,51,26.15
ua,koloniya pzherva,Koloniya Pzherva,19,,51.383333,26.216667
ua,koloniya radoml,Koloniya Radoml,24,,51.116667,24.683333
ua,koloniya rafalovka,Koloniya Rafalovka,19,,51.3,26
ua,koloniya rafaluvka,Koloniya Rafaluvka,19,,51.3,26
ua,koloniya rorbakh,Koloniya Rorbakh,16,,47.198846,31.183885
ua,koloniya sergeyevka,Koloniya Sergeyevka,27,,50.893115,27.560121
ua,koloniya shidlovka,Koloniya Shidlovka,05,,48.377798,36.950279
ua,koloniya shimonisko,Koloniya Shimonisko,19,,51.216667,26.066667
ua,koloniya sredni gay,Koloniya Sredni Gay,19,,50.534141,26.050807
ua,koloniya stanislavuvka,Koloniya Stanislavuvka,24,,51.1,24.283333
ua,koloniya stara kamenka,Koloniya Stara Kamenka,19,,51.15,26.183333
ua,koloniya stare aleksandrovske,Koloniya Stare Aleksandrovske,19,,51.75,26.233333
ua,koloniya stary musor,Koloniya Stary Musor,24,,51.033333,25.033333
ua,koloniya stavchanka,Koloniya Stavchanka,27,,50.65,28.266667
ua,koloniya stenzhazhytse,Koloniya Stenzhazhytse,24,,50.925894,24.140573
ua,koloniya stroyevka,Koloniya Stroyevka,13,,50.443595,29.511692
ua,koloniya sukhetskaya,Koloniya Sukhetskaya,05,,48.376067,37.222107
ua,koloniya troyan,Koloniya Troyan,06,,48.783333,25.083333
ua,koloniya tur,Koloniya Tur,19,,51.233333,26.1
ua,koloniya uzhane,Koloniya Uzhane,19,,51.233333,26.133333
ua,koloniya vedernoye,Koloniya Vedernoye,27,,50.516667,28.2
ua,koloniya velke,Koloniya Velke,24,,50.983333,24.416667
ua,koloniya verbichno pervoye,Koloniya Verbichno Pervoye,24,,50.966667,24.6
ua,koloniya viktorovka,Koloniya Viktorovka,24,,50.966667,24.833333
ua,koloniya vladimirovka,Koloniya Vladimirovka,27,,50.96246,27.519949
ua,koloniya voron,Koloniya Voron,19,,51.016667,27.133333
ua,koloniya voronuvka,Koloniya Voronuvka,19,,51,27.1
ua,koloniya vydumka,Koloniya Vydumka,27,,50.233333,29.2
ua,koloniya vydymer,Koloniya Vydymer,19,,51.35,26.233333
ua,koloniya vyrobbki,Koloniya Vyrobbki,19,,51.203046,26.057286
ua,koloniya vyruby,Koloniya Vyruby,27,,50.57785,28.024918
ua,koloniya yablonnoye,Koloniya Yablonnoye,27,,50.566667,28.066667
ua,koloniya yadvipol,Koloniya Yadvipol,19,,50.65,26.1
ua,koloniya yagodinka,Koloniya Yagodinka,27,,50.44903,28.222052
ua,koloniya yanuvka,Koloniya Yanuvka,19,,51.416667,26.2
ua,koloniya yekaterinovka,Koloniya Yekaterinovka,04,,47.668284,34.190813
ua,koloniya yelizavetovka,Koloniya Yelizavetovka,27,,50.248655,29.148456
ua,koloniya yezerki,Koloniya Yezerki,24,,50.4,24.966667
ua,koloniya yustinovka,Koloniya Yustinovka,27,,50.340532,28.304632
ua,koloniya zagoruv novy,Koloniya Zagoruv Novy,24,,50.666667,24.616667
ua,koloniya zalese,Koloniya Zalese,19,,50.41586,26.189635
ua,koloniya zastavye,Koloniya Zastavye,19,,50.816667,27.033333
ua,koloniya zelena,Koloniya Zelëna,06,,48.766667,25.15
ua,koloniya zubovshchina,Koloniya Zubovshchina,27,,50.95,28.833333
ua,kolonja,Kolonja,19,,51.12478,26.323949
ua,kolonka,Kolonka,11,,45.359167,36.528611
ua,kolonshchina,Kolonshchina,13,,50.451896,29.948246
ua,kolontaivka,Kolontaivka,17,,46.720795,30.281141
ua,kolontayevka,Kolontayevka,07,,49.681389,37.607222
ua,kolontayev,Kolontayev,07,,49.983503,34.972637
ua,kolontayev,Kolontayev,10,,49.05623,32.894244
ua,kolontay,Kolontay,16,,48.083736,30.34554
ua,koloski,Koloski,05,,47.68665,38.204922
ua,koloski,Koloski,11,,45.269357,33.293864
ua,kolos,Kolos,02,,52.336568,33.31464
ua,koloskov,Koloskov,05,,47.68665,38.204922
ua,kolosky,Kolosky,05,,47.68665,38.204922
ua,kolosky,Kolosky,11,,45.269357,33.293864
ua,kolosnikovo,Kolosnikovo,05,,48.048089,38.060594
ua,kolosovka,Kolosovka,16,,47.310468,30.910766
ua,kolosovka,Kolosovka,27,,51.288081,28.860372
ua,kolosovshchina,Kolosovshchina,18,,49.4,34.633333
ua,kolosovskiye,Kolosovskiye,18,,49.4,34.633333
ua,kolossowka,Kolossowka,16,,47.310468,30.910766
ua,koloverta,Koloverta,19,,50.692466,26.946295
ua,koloverti,Koloverti,19,,50.692466,26.946295
ua,kolpaki,Kolpaki,14,,49.092729,39.019056
ua,kolpak,Kolpak,11,,45.123946,34.844427
ua,kolpakovka,Kolpakovka,04,,49.13703,35.021979
ua,kolpakovka,Kolpakovka,05,,47.8,38.616667
ua,kolpakov,Kolpakov,14,,49.092729,39.019056
ua,kolpakovo,Kolpakovo,14,,48.199518,39.11455
ua,kolpinka,Kolpinka,02,,52.217731,33.260814
ua,kolpyta,Kolpyta,02,,51.383831,30.858955
ua,kolpytov,Kolpytov,24,,50.592733,24.764751
ua,kolpytow,Kolpytow,24,,50.592733,24.764751
ua,kolpytuv,Kolpytuv,24,,50.592733,24.764751
ua,kolteby,Kolteby,04,,48,34.25
ua,koltov,Koltov,15,,49.841326,25.051669
ua,koltow,Koltow,15,,49.841326,25.051669
ua,koltski,Koltski,27,,51.033333,28.183333
ua,koltskiye,Koltskiye,27,,51.033333,28.183333
ua,koltskiy krivotin,Koltskiy Krivotin,27,,50.961796,28.101759
ua,koltsove,Koltsove,11,,45.328072,33.449919
ua,koltsovo,Koltsovo,11,,45.328072,33.449919
ua,koltuv,Koltuv,15,,49.841326,25.051669
ua,kolubayevtsy,Kolubayevtsy,09,,48.736769,26.666105
ua,kolupayevka,Kolupayevka,07,,50.190563,36.425295
ua,kolyadinets,Kolyadinets,21,,50.600508,34.024194
ua,kolyadovka,Kolyadovka,14,,49.084556,39.201027
ua,kolyanki,Kolyanki,06,,48.792993,25.499158
ua,kolybabintsy,Kolybabintsy,23,,49.555978,28.205334
ua,kolyban,Kolyban,09,,49.337669,27.128489
ua,kolybayevka,Kolybayevka,09,,48.639245,26.546512
ua,kolychevka,Kolychëvka,02,,51.415582,31.30298
ua,kolychovka,Kolychovka,02,,51.415582,31.30298
ua,kolyukhiv,Kolyukhiv,23,,48.990166,28.635034
ua,kolyukhov,Kolyukhov,23,,48.990166,28.635034
ua,komakhi,Komakhi,23,,49.233333,28.083333
ua,koman,Koman,02,,51.977515,33.345476
ua,komareshti,Komareshti,03,,48.199607,25.568808
ua,komargorod,Komargorod,23,,48.531972,28.602385
ua,komargorodskoye,Komargorodskoye,23,,48.558224,28.611434
ua,komarhorod,Komarhorod,23,,48.531972,28.602385
ua,komarhorodske,Komarhorodske,23,,48.558224,28.611434
ua,komaritskiy,Komaritskiy,21,,50.921603,34.188958
ua,komarivka,Komarivka,02,,51.555342,30.666359
ua,komarivka,Komarivka,11,,45.358105,34.158019
ua,komarivka,Komarivka,17,,46.916667,30.1
ua,komariv,Komariv,23,,49.133333,28.383333
ua,komarivtsi,Komarivtsi,25,,48.526477,22.175173
ua,komar,Komar,05,,47.977435,36.747848
ua,komarniki,Komarniki,15,,48.977446,23.050814
ua,komarno,Komarno,15,3845,49.627392,23.699516
ua,komarova,Komarova,03,,48.56154,26.99043
ua,komarovavolitsa,KomarovaVolitsa,15,,50.395465,24.347529
ua,komarove,Komarove,17,,47.750278,29.283333
ua,komarove,Komarove,24,,51.705915,24.586486
ua,komarovichi,Komarovichi,15,,49.628623,22.851715
ua,komarovka,Komarovka,02,,51.066667,31.416667
ua,komarovka,Komarovka,07,,49.280697,37.472982
ua,komarovka,Komarovka,08,,46.866667,32.966667
ua,komarovka,Komarovka,09,,50.312211,26.724914
ua,komarovka,Komarovka,11,,45.358105,34.158019
ua,komarovka,Komarovka,13,,49.883333,31.533333
ua,komarovka,Komarovka,15,,50.271137,25.186976
ua,komarovka,Komarovka,17,,47.160573,29.582258
ua,komarovka,Komarovka,18,,49.190148,34.265243
ua,komarovka,Komarovka,19,,51.070047,26.334213
ua,komarovka,Komarovka,21,,50.419656,34.803957
ua,komarovka,Komarovka,22,,50.063703,25.490897
ua,komarovka,Komarovka,23,,48.729222,29.832766
ua,komarovki,Komarovki,21,,52.256111,33.7225
ua,komarov,Komarov,02,,52.2,32.45
ua,komarov,Komarov,03,,48.56154,26.99043
ua,komarov,Komarov,06,,49.075823,24.646993
ua,komarov,Komarov,23,,49.141806,28.667619
ua,komarov,Komarov,24,,51.167907,25.760181
ua,komarovo,Komarovo,17,,47.750278,29.283333
ua,komarovo,Komarovo,24,,51.167907,25.760181
ua,komarovtsi,Komarovtsi,03,,48.199607,25.568808
ua,komarovtsy,Komarovtsy,03,,48.199607,25.568808
ua,komarovtsy,Komarovtsy,23,,49.138341,27.638558
ua,komarovychi,Komarovychi,15,,49.628623,22.851715
ua,komarowa wolica,Komarowa Wolica,15,,50.395465,24.347529
ua,komarowka,Komarówka,19,,51.070047,26.334213
ua,komarow,Komarów,15,,50.401138,24.317175
ua,komarow,Komarów,24,,51.167907,25.760181
ua,komaruvka,Komaruvka,09,,50.312211,26.724914
ua,komaruvka,Komaruvka,19,,51.070047,26.334213
ua,komaruvka,Komaruvka,22,,50.063703,25.490897
ua,komaruv,Komaruv,06,,49.075823,24.646993
ua,komaruv,Komaruv,15,,50.401138,24.317175
ua,komaruv,Komaruv,24,,51.167907,25.760181
ua,komary,Komary,02,,52.173272,33.031652
ua,komashinskiye,Komashinskiye,02,,51.166667,32.033333
ua,komburleyevka,Komburleyevka,16,,46.751126,31.55392
ua,komekherivka,Komekherivka,08,,47.1,33.85
ua,komekherovka,Komekherovka,08,,47.1,33.85
ua,komendantovka,Komendantovka,18,,49.06434,33.867218
ua,komendantov,Komendantov,07,,49.616111,36.318333
ua,komendantskoye,Komendantskoye,14,,48.261658,38.676478
ua,kominternivske,Kominternivske,17,,46.8128,30.939339
ua,komintern,Komintern,04,,47.635427,34.627694
ua,komintern,Komintern,26,,46.998056,36.5125
ua,kominternovskoye,Kominternovskoye,17,,46.8128,30.939339
ua,kominy,Kominy,09,,50.218661,26.698204
ua,komisarivka,Komisarivka,04,,48.462882,33.80871
ua,komisarovka,Komisarovka,16,,47.021886,31.298706
ua,komissarovka,Komissarovka,04,,48.462882,33.80871
ua,komissarovka,Komissarovka,07,,49.676111,37.443889
ua,komissarovka,Komissarovka,08,,46.266433,35.011586
ua,komissarovka,Komissarovka,14,,48.387073,38.514819
ua,komissarovka,Komissarovka,16,,47.021886,31.298706
ua,komissarovka,Komissarovka,21,,50.802223,34.293925
ua,komissarov,Komissarov,07,,50.287751,37.504023
ua,komissarovo,Komissarovo,07,,50.287751,37.504023
ua,kommercheskiy,Kommercheskiy,26,,46.916667,35.316667
ua,kommuna chervony plugatar,Kommuna Chervony Plugatar,04,,47.653693,33.047492
ua,kommuna chervony sklyakh,Kommuna Chervony Sklyakh,10,,47.966667,32.15
ua,kommuna chervonyy plugatar,Kommuna Chervonyy Plugatar,04,,47.653693,33.047492
ua,kommuna chervonyy shlyakh,Kommuna Chervonyy Shlyakh,10,,47.966667,32.15
ua,kommuna imeni andre marti,Kommuna Imeni Andre Marti,16,,47.766667,32.333333
ua,kommuna imeni,Kommuna Imeni,07,,49.096944,36.181667
ua,kommuna imeni kotovskogo,Kommuna Imeni Kotovskogo,23,,48.4,29.25
ua,kommuna imeni stalina,Kommuna Imeni Stalina,08,,46.608543,33.596833
ua,kommuna imeni stalina,Kommuna Imeni Stalina,17,,47.509594,29.448992
ua,kommuna initsiativa,Kommuna Initsiativa,11,,45.201667,36.367222
ua,kommuna komintern,Kommuna Komintern,17,,47.585833,29.737778
ua,kommuna,Kommuna,23,,49.1,28.983333
ua,kommuna krestintern,Kommuna Krestintern,17,,47.957778,29.422778
ua,kommuna mayak,Kommuna Mayak,17,,47.388056,29.57
ua,kommuna ot tmy k svetu,Kommuna ot Tmy k Svetu,17,,47.679555,29.770468
ua,kommuna parizhskaya,Kommuna Parizhskaya,17,,47.7,29.433333
ua,kommuna priklad,Kommuna Priklad,17,,47.416667,29.783333
ua,kommunar,Kommunar,05,,48.135556,38.2125
ua,kommunarnoye,Kommunarnoye,11,,45.733574,33.677093
ua,kommunarovka,Kommunarovka,05,,47.761967,37.788979
ua,kommunarovka,Kommunarovka,08,,46.291103,33.173785
ua,kommunarsk,Kommunarsk,14,,48.468928,38.816689
ua,kommunarskoye,Kommunarskoye,08,,46.374864,34.78494
ua,kommunary,Kommunary,11,,45.547881,34.222914
ua,kommuna stalina,Kommuna Stalina,17,,47.489444,29.584167
ua,kommunisticheskiy mayak,Kommunisticheskiy Mayak,26,,47.824722,36.12
ua,kommunist,Kommunist,05,,48.135556,38.2125
ua,kommunist,Kommunist,07,,49.535556,36.714444
ua,komnatetskazelena,KomnatetskaZelëna,22,,50.083333,25.533333
ua,komorashevo pervoye,Komorashevo Pervoye,17,,47.5,30.833333
ua,komorashevo vtoroye,Komorashevo Vtoroye,17,,47.483333,30.816667
ua,komory,Komory,19,,51.911641,25.96962
ua,kompaneyevka,Kompaneyevka,10,,48.251149,32.207949
ua,kompaniyivka,Kompaniyivka,10,4934,48.251149,32.207949
ua,komratkazeut,KomratKazeut,08,,46.183537,34.054837
ua,komrat,Komrat,11,,45.133333,35.883333
ua,komsomolets,Komsomolets,05,,48.339241,37.97106
ua,komsomolets,Komsomolets,07,,49.775556,37.449722
ua,komsomolets,Komsomolets,14,,48.649167,38.364167
ua,komsomolets,Komsomolets,21,,50.23527,35.118373
ua,komsomolske,Komsomolske,05,,47.6639,38.077532
ua,komsomolske,Komsomolske,07,,49.597013,36.526177
ua,komsomolske,Komsomolske,08,,46.340371,33.152347
ua,komsomolske,Komsomolske,11,,45.021053,34.020251
ua,komsomolske,Komsomolske,22,,49.05,25.916667
ua,komsomolske,Komsomolske,23,,49.719419,28.666562
ua,komsomolskiy,Komsomolskiy,05,,47.676768,37.424825
ua,komsomolskiy,Komsomolskiy,14,,48.125479,39.672687
